第一回宴桃园豪杰三结义斩黄巾英雄首立功	HỒI 1 Tiệc vườn đào, anh hùng kết nghĩa; Chém Khăn Vàng, hào kiệt lập công.
允曰：“方今天下别无英雄，惟有将军耳。	Doãn nói: - Nay thiên hạ không có ai là anh hùng, tôi chỉ thấy duy có tướng quân mà thôi.
允非敬将军之职，敬将军之才也。”	Tôi tỏ lòng tôn kính, không phải là tôn kính cái chức của tướng quân mà là tôn kính cái tài của tướng quân đó.
布大喜。 允殷勤敬酒，口称董太师并布之德不绝。	Bố mừng lắm, Doãn khẩn khoản mời rượu, khen lấy khen để mãi cái đức Đổng thái sư và cái tài Lã Bố.
布大笑畅饮。	Bố cười vang và uống rượu thỏa thích.
允叱退左右，只留侍妾数人劝酒。	Bấy giờ Doãn mới đuổi đầy tớ lùi ra, chỉ để vài người tỳ thiếp đứng hầu rượu.
酒至半酣，允曰：“唤孩儿来。”	Khi Bố ngà ngà say, Doãn nói truyền rằng: - Gọi con em nó ra đây!
少顷，二青衣引貂蝉艳妆而出。	Một lát hai thị tỳ đỡ Điêu Thuyền trang điểm thật lộng lẫy bước ra.
布惊问何人。	Lã Bố trông thấy giật mình, hỏi: - Người nào vậy?
允曰：“小女貂蝉也。	Doãn nói: - Đó là con gái nhỏ lão, tên là Điêu Thuyền.
允蒙将军错爱，不异至亲，故令其与将军相见。”	Lão nay được ơn tướng quân có lòng hạ cố mà coi như chỗ chí thân, nên lão sai nó ra để chào tướng quân.
便命貂蝉与吕布把盏。	Liền sai Điêu Thuyền bưng chén rượu mời.
貂蝉送酒与布。	Thuyền nâng chén rượu mời Bố.
两下眉来眼去。 允佯醉曰：“孩儿央及将军痛饮几杯。	Hai bên nhìn nhau, đầu mày cuối mắt... Vương Doãn giả tảng say, nói: - Con cố mời tướng quân uống vài chén con nhé!
吾一家全靠着将军哩。”	Cả nhà ta đều trông nhờ vào tướng quân đấy.
布请貂蝉坐，貂蝉假意欲入。 允曰：“将军吾之至友，孩儿便坐何妨。”	Bố mời Thuyền ngồi. Thuyền giả cách thẹn thùng, muốn lui vào, Doãn nói: - Tướng quân là bạn chí thân với ta, con cứ ngồi đừng ngại.
貂蝉便坐于允侧。	Thuyền khép nép, ngồi bên cạnh Doãn.
吕布目不转睛的看。	Lã Bố nhìn Thuyền chòng chọc, không chớp mắt, lại uống thêm vài chén.
又饮数杯，允指蝉谓布曰：“吾欲将此女送与将军为妾，还肯纳否？”	Doãn mới trỏ tay vào Thuyền mà bảo Lã Bố rằng: - Lão vẫn có ý cho nó hầu hạ tướng quân làm tỳ thiếp, chưa biết tướng quân có bụng hạ cố thương đến không?
布出席谢曰：“若得如此，布当效犬马之报！”	Bố nghe nói vội vàng đứng dậy, ra ngoài chiếu, tạ mà nói rằng: - Nếu được như thế, tôi xin một đời làm khuyển mã để báo đáp ơn sâu.
允曰：“早晚选一良辰，送至府中。”	Doãn nói: - Nay mai xin chọn ngày lành tháng tốt, đưa nó đến phủ tướng quân.
布欣喜无限，频以目视貂蝉。	Lã Bố mừng hớn hở, đưa mắt nhìn Điêu Thuyền.
貂蝉亦以秋波送情。	Điêu Thuyền cũng liếc mắt đưa tình đáp lại.
少顷席散，允曰：“本欲留将军止宿，恐太师见疑。”	Một chốc tiệc tan, Doãn nói: - Lão phu muốn mời tướng quân nghỉ lại đây chơi, nhưng sợ thái sư sinh nghi.
布再三拜谢而去。	Bố hai ba lần tạ đi tạ lại, rồi lui về.
过了数日，允在朝堂，见了董卓，趁吕布不在侧，伏地拜请曰：“允欲屈太师车骑，到草舍赴宴，未审钧意若何？”	Được vài hôm, Vương Doãn ở trong triều gặp Đổng Trác, nhân thể không có Lã Bố ở đấy, bèn thụp xuống đất lạy, nói rằng: - Tôi muốn rước thái sư quá bước lại nhà tôi xơi chén rượu, nhưng không biết thái sư có lòng hạ cố chăng?
卓曰：“司徒见招，即当趋赴。”	Trác nói: - Được quan tư đồ mời, tôi xin đến ngay.
允拜谢归家，水陆毕陈，于前厅正中设座，锦绣铺地，内外各设帏幔。	Doãn lạy tạ, về nhà, trang hoàng nhà cửa lịch sự, bày đủ các món sơn hào hải vị, giữa gian sảnh, kê một cái sạp; gấm vóc rải cả xuống đất; trong ngoài trướng rủ màn che.
次日晌午，董卓来到。 允具朝服出迎，再拜起居。	Buổi trưa hôm sau, Đổng Trác đến, Doãn mặc áo đại trào ra đón, lạy hai lạy rồi mời vào.
卓下车，左右持戟甲士百余，簇拥入堂，分列两傍。	Trác xuống xe, tả hữu hơn một trăm người vác kích đi thẳng vào nhà, đứng xếp thành hai hàng.
允于堂下再拜，卓命扶上，赐坐于侧。	Doãn xuống dưới thềm lạy hai lạy, Trác sai người dắt Doãn lên ngồi bên cạnh.
允曰：“太师盛德巍巍，伊、周不能及也。”	Doãn nói: - Công đức thái sư to lắm! Y Doãn, Chu Công ngày xưa cũng không bằng!
卓大喜。	Trác mừng lắm.
进酒作乐，允极其致敬。	Doãn sai tấu nhạc và dâng rượu, rất là cung kính.
天晚酒酣，允请卓入后堂。	Đến chiều Trác uống rượu đã say, Doãn mời Trác vào nhà trong.
卓叱退甲士。	Trác quát giáp sĩ lui ra.
允捧觞称贺曰：“允自幼颇习天文，夜观乾象，汉家气数已尽。	Doãn bưng một chén rượu, mừng Trác rằng: - Chúng tôi thuở nhỏ có học thiên văn, đêm xem tượng trời, thấy khí số nhà Hán đã hết.
太师功德振于天下，若舜之受尧，禹之继舜，正合天心人意。”	Thái sư công đức đã vang lừng cả thiên hạ. Ngày xưa, vua Thuấn nối ngôi vua Nghiêu, vua Vũ nối ngôi cho vua Thuấn. Thế là hợp lòng trời và lòng người lắm.
卓曰：“安敢望此！”	Trác nói: - Ta có đâu dám mong như thế!
允曰：“自古有道伐无道，无德让有德，岂过分乎！”	Doãn nói: - Xưa nay người có đạo thay người vô đạo, người không có đức nhường người có đức, có gì là không đúng.
卓笑曰：“若果天命归我，司徒当为元勋。”	Trác cười và nói rằng: - Nếu mệnh trời về ta, tư đồ phải làm nguyên huân.
允拜谢。	Doãn lạy tạ.
堂中点上画烛，止留女使进酒供食。	Bấy giờ đèn nến đốt sáng choang, chỉ có mấy đứa hầu gái đứng hầu rượu và dâng đồ ăn.
允曰：“教坊之乐，不足供奉；偶有家伎，敢使承应。”	Doãn nói: - Phường nhạc không đáng đem ra cung phụng thái sư. Nay có một con hát của nhà, xin thái sư cho phép được gọi ra hầu.
卓曰：“甚妙。”	Trác nói: - Hay lắm!
允教放下帘栊，笙簧缭绕，簇捧貂蝉舞于帘外。	Doãn mới sai kéo bức màn ra, đàn sáo vang lừng, Điêu Thuyền đứng ở ngoài mành lượn múa dịu dàng, ở ngoài trông vào thực là ngoạn mục.
有词赞之曰：“原是昭阳宫里人，惊鸿宛转掌中身，只疑飞过洞庭春。	Có bài ca khen Điêu Thuyền như sau: Người ở cung Chiêu Dương đó nhỉ Cánh hồng bay phớn phớ trên tay Động Đình chừng đã qua bay, Lương Châu vỗ nhịp nhẹ giày gót sen.
按彻《梁州》莲步稳，好花风袅一枝新，画堂香暖不胜春。”	Một cành gió lá hoa mềm, Mùi hương ngào ngạt dày thềm vẻ xuân.
又诗曰：“红牙催拍燕飞忙，一片行云到画堂。	Lại có một bài thơ nữa khen rằng: Én liệng la đà nhịp phách ngà. Mây bay một áng diễu thềm hoa.
眉黛促成游子恨，脸容初断故人肠。	Mày ngài gợi khách sầu man mác. Vẻ ngọc xui người dạ thiết tha.
榆钱不买千金笑，柳带何须百宝妆。	Hô dễ nghìn vàng mua được miệng. Lọ dùng trăm báu xức vào da?
舞罢隔帘偷目送，不知谁是楚襄王。”	Rèm cao múa đoạn ai nhìn trộm. Nào biết Tương vương mấy kẻ là!
舞罢，卓命近前。	Điêu Thuyền múa xong, Trác gọi lại gần.
貂蝉转入帘内，深深再拜。	Điêu Thuyền ở ngoài thềm đi vào, lạy hai lạy.
卓见貂蝉颜色美丽，便问：“此女何人？”	Trác thấy Điêu Thuyền dung nhan xinh đẹp bèn hỏi Doãn: - Con bé này là thế nào?
允曰：“歌伎貂蝉也。”	Vương Doãn thưa: - Bẩm, nó là con hát ở phủ, tên là Điêu Thuyền.
卓曰：“能唱否？”	Trác hỏi: - Biết hát không?
允命貂蝉执檀板低讴一曲。	Doãn sai Điêu Thuyền gõ nhịp hát một bài.
正是：“一点樱桃启绛唇，两行碎玉喷阳春。	Thật là: Môi son hé nở cánh đào tân. Ngọc trắng hai hàng nhả "Ánh xuân"
丁香舌吐衠钢剑，要斩奸邪乱国臣。”	Đầu lưỡi đinh hương đường kiếm sắc. Rắp toan chém cổ kẻ gian tham!
卓称赏不已。	Đổng Trác khen nức nở.
允命貂蝉把盏。	Doãn sai Thuyền dâng rượu.
卓擎杯问曰：“青春几何？”	Trác cầm lấy chén rượu hỏi rằng: - Xuân xanh năm nay bao nhiêu?
貂蝉曰：“贱妾年方二八。”	Thuyền thưa: - Tuổi tiện thiếp vừa đôi tám.
卓笑曰：“真神仙中人也！”	Trác cười nói rằng: - Thật là người chốn thần tiên!
允起曰：“允欲将此女献上太师，未审肯容纳否？”	Doãn đứng dậy thưa rằng: - Chúng tôi có ý muốn đem dâng lên thái sư, không biết thái sư có nhận cho không?
卓曰：“如此见惠，何以报德？”	Đổng Trác nói: - Ơn ấy ta biết lấy gì báo lại.
允曰：“此女得侍太师，其福不浅。”	Doãn nói: - Nếu nó được hầu hạ thái sư thì thực phúc to cho tôi lắm.
卓再三称谢。	Trác cám ơn hai ba lần.
允即命备毡车，先将貂蝉送到相府。	Doãn lập tức sai đưa Điêu Thuyền đến tướng phủ.
卓亦起身告辞。	Trác đứng dậy cáo từ.
允亲送董卓直到相府，然后辞回。	Doãn đi tiễn Trác đến tận phủ rồi mới về.
乘马而行，不到半路，只见两行红灯照道，吕布骑马执戟而来，正与王允撞见，便勒住马，一把揪住衣襟，厉声问曰：“司徒既以貂蝉许我，今又送与太师，何相戏耶？”	Doãn cưỡi ngựa đến nửa đường, trông thấy hai bên đường có đèn đỏ, ở giữa là Lã Bố, cưỡi ngựa cầm kích đi lại. Lúc Vương Doãn đến, Bố dừng ngựa, một tay nắm lấy áo Vương Doãn rồi hỏi to rằng: - Tư đồ đã gả Điêu Thuyền cho ta, nay lại đem Điêu Thuyền dâng thái sư, sao lại đùa như thế?
允急止之曰：“此非说话处，且请到草舍去。”	Doãn vội vàng ngăn Lã Bố, nói rằng: - Nói chuyện ở đây không tiện, xin ngài hãy quá bước lại nhà lão phu.
布同允到家，下马入后堂。	Bố theo Doãn về. Hai người dắt nhau vào nhà trong.
叙礼毕，允曰：“将军何故怪老夫？”	Chào hỏi xong. Doãn nói: - Sao tướng quân lại trách lão?
布曰：“有人报我，说你把毡车送貂蝉入相府，是何意故？”	Bố nói: - Có người nói với ta rằng tư đồ dùng xe đưa Điêu Thuyền vào tận tướng phủ, là cớ làm sao?
允曰：“将军原来不知！	Doãn thưa: - Rõ khổ, tướng quân không biết!
昨日太师在朝堂中，对老夫说：‘我有一事，明日要到你家。’	Hôm qua ở triều thái sư bảo tôi rằng: "Ta có một việc phải đến nhà ngươi".
允因此准备小宴等候。	Vậy tôi có sửa soạn tiệc nhỏ đón tiếp.
太师饮酒中间，说：‘我闻你有一女，名唤貂蝉，已许吾儿奉先。	Trong khi uống rượu, thái sư hỏi: "Ta nghe ngươi có con gái tên là Điêu Thuyền, đã gả cho con ta là Lã Phụng Tiên.
我恐你言未准，特来相求，并请一见。’ 老夫不敢有违，随引貂蝉出拜公公。	Có thực không? Đem con lão ra đây cho ta coi!". Tôi không dám không vâng lệnh, phải gọi Điêu Thuyền ra lạy bố chồng.
太师曰：‘今日良辰，吾即当取此女回去，配与奉先。’	Thái sư lại truyền rằng: "Hôm nay tốt ngày, để ta đem Điêu Thuyền về cho Phụng Tiên!".
将军试思：太师亲临，老夫焉敢推阻？”	Tướng quân thử nghĩ xem, thái sư thân hành đến nơi truyền bảo, lão phu sao dám gàn trở!
布曰：“司徒少罪。 布一时错见，来日自当负荆。”	Lã Bố nói: - Quan tư đồ không có lỗi gì, tôi trót nghĩ lầm. Ngày mai tôi xin mang roi đến chịu tội.
允曰：“小女颇有妆奁，待过将军府下，便当送至。”	Doãn lại nói: - Con tôi có ít nhiều đồ nữ trang. Khi nào nó về phủ tướng quân, tôi sẽ mang đến.
布谢去。	Lã Bố tạ, rồi về.
次日，吕布在府中打听，绝不闻音耗。 径入堂中，寻问诸侍妾。	Sáng hôm sau, Bố ở nhà nghe ngóng, chẳng thấy tin tức gì, bèn sang tướng phủ, vào thẳng nhà trong hỏi tin những người hầu.
侍妾对曰：“夜来太师与新人共寝，至今未起。”	Một người thưa: - Đêm qua thái sư cùng nghỉ với người hầu mới, bây giờ chưa dậy.
布大怒，潜入卓卧房后窥探。	Bố giận lắm, lẻn vào sau buồng nằm của Đổng Trác để dò xem.
时貂蝉起于窗下梳头，忽见窗外池中照一人影，极长大，头戴束发冠；偷眼视之，正是吕布。 貂蝉故蹙双眉，做忧愁不乐之态，复以香罗频拭眼泪。	Bấy giờ Điêu Thuyền đã dậy rồi đang ngồi trong cửa sổ chải đầu, chợt trông xuống ao trước cửa sổ thấy bóng người cao lớn, đầu đội mũ bịt tóc, biết ngay là Lã Bố, Điêu Thuyền cố ý chau ngay đôi mày làm ra dáng buồn bã, tay cầm khăn thỉnh thoảng nâng lên lau nước mắt.
吕布窥视良久，乃出；少顷，又入。	Lã Bố đứng nhìn hồi lâu rồi trở ra, một lát sau lại vào.
卓己坐于中堂，见布来，问曰：“外面无事乎？”	Đổng Trác ngồi ở trung đường, thấy Bố đến, hỏi rằng: - Ở ngoài không có việc gì chứ?
布曰：“无事。”	Bố thưa: - Không.
侍立卓侧。	Rồi đứng hầu một bên.
卓方食，布偷目窃望，见绣帘内一女子往来观觑，微露半面，以目送情。 布知是貂蝉，神魂飘荡。	Trác ăn cơm, Bố liếc mắt nhìn dòm trộm, thấy trong rèm có người con gái đi đi lại lại, hơi thò nửa mặt ngoảnh ra ngoài, liếc mắt đưa tình.
卓见布如此光景，心中疑忌，曰：“奉先无事且退。”	Trác nhìn thấy dáng điệu của Bố như vậy, trong lòng nghi hoặc liền hỏi rằng: - Phụng Tiên không có việc gì, hãy lui ra!
布怏怏而出。	Lã Bố bực tức trở ra.
董卓自纳貂蝉后，为色所迷，月余不出理事。	Trác từ khi được Điêu Thuyền, hơn một tháng trời không coi gì đến việc quan.
卓偶染小疾，貂蝉衣不解带，曲意逢迎，卓心意喜。	Một bữa Trác hơi khó ở, Điêu Thuyền hết lòng hầu hạ, mặc áo không lúc nào cởi đai, cố ý chiều chuộng, Trác lại càng yêu quý hơn nữa.
吕布入内问安，正值卓睡。 貂蝉于床后探半身望布，以手指心，又以手指董卓，挥泪不止。	Một hôm Lã Bố vào hỏi thăm, gặp lúc Đổng Trác đang ngủ, Điêu Thuyền đứng ở sau giường thò nửa người ra, trông thấy Bố, lấy tay trỏ vào tim mình rồi lại trỏ vào Đổng Trác, và luôn luôn gạt nước mắt.
布心如碎。	Bố cảm thấy ruột như nát ra.
卓朦胧双目，见布注视床后，目不转睛；回身一看，见貂蝉立于床后。	Trác nằm hai mắt lim dim, thấy Lã Bố nhìn chòng chọc về phía sau chỗ mình nằm, quay lại thì thấy Điêu Thuyền đứng ở sau giường.
卓大怒，叱布曰：“汝敢戏吾爱姬耶！”	Trác nổi giận mắng Bố rằng: - Mày ghẹo vợ yêu của tao à?
唤左右逐出，今后不许入堂。	Bèn sai tả hữu đuổi Lã Bố ra và cấm từ nay không được vào nhà trong nữa.
吕布怒恨而归，路遇李儒，告知其故。	Lã Bố tức giận trở về, đi đường gặp Lý Nho, kể lại đầu đuôi.
儒急入见卓曰：“太师欲取天下，何故以小过见责温侯？	Nho lập tức vào ra mắt Đổng Trác, nói rằng: - Thái sư muốn lấy thiên hạ, sao lại vì một việc nhỏ mọn mà trách mắng Lã Ôn Hầu.
倘彼心变，大事去矣。”	Nếu y thay lòng đổi dạ, việc lớn hỏng mất.
卓曰：“奈何？”	Trác hỏi: - Bây giờ nên làm thế nào?
儒曰：“来朝唤入，赐以金帛，好言慰之，自然无事。”	Nho nói: - Sớm mai gọi y vào, cho vàng lụa, dùng lời ngọt ngào an ủi y, thì sẽ không có việc gì xảy ra nữa.
卓依言。 次日，使人唤布入堂，慰之曰：“吾前日病中，心神恍惚，误言伤汝，汝勿记心。”	Trác nghe lời, hôm sau cho gọi Lã Bố vào nhà trong, bảo rằng: - Hôm qua trong cơn đau yếu, tinh thần hoảng hốt, ta có nói mấy câu, nhà ngươi đừng để bụng.
随赐金十斤，锦二十匹。	Nói rồi, sai đưa cho Lã Bố mười cân vàng và hai mươi tấm gấm.
布谢归，然身虽在卓左右，心实系念貂蝉。	Bố lạy tạ rồi về, nhưng từ lúc ấy tuy đứng hầu ở bên Đổng Trác, mà ruột gan lúc nào cũng vơ vẫn chung quanh Điêu Thuyền.
卓疾既愈，入朝议事。	Khi Trác đã khỏi bệnh, vào triều bàn việc, Bố vẫn cầm kích đi theo.
布执戟相随，见卓与献帝共谈，便乘间提戟出内门，上马径投相府来；系马府前，提戟入后堂，寻见貂蝉。	Một bữa, Trác đang ngồi bàn tiệc với vua Hiến Đế, Bố vác kích lẻn ra cửa sau, lên ngựa chạy đến tướng phủ, buộc ngựa ở cửa phủ, cầm kích vào thẳng hậu đường, để tìm Điêu Thuyền.
蝉曰：“汝可去后园中凤仪亭边等我。”	Thuyền bảo: - Hãy ra vườn sau bên đình Phượng Nghi đợi thiếp!
布提戟径往，立于亭下曲栏之傍。 良久，见貂蝉分花拂柳而来，果然如月宫仙子，——泣谓布曰：“我虽非王司徒亲女，然待之如已出。	Bố vác kích đi trước, đứng bên bao lơn ở dưới đình chờ một hồi lâu, thấy Điêu Thuyền rẽ hoa gạt liễu đi đến, chẳng khác gì tiên trên cung trăng. Thuyền sụt sùi khóc bảo Bố rằng: - Tiện thiếp tuy không phải Vương tư đồ sinh ra, nhưng tư đồ coi thiếp như con đẻ.
自见将军，许侍箕帚。 妾已生平愿足。	Từ khi gặp tướng quân, được nhận cho làm kẻ nâng khăn sửa túi thiếp đã lấy làm mãn nguyện lắm.
谁想太师起不良之心，将妾淫污，妾恨不即死；止因未与将军一诀，故且忍辱偷生。	Ngờ đâu thái sư đem lòng bất lương, làm ô nhục thiếp, thiếp giận không chết ngay được, chỉ vì chưa gặp được tướng quân để từ giã lần cuối cùng, cho nên còn nhịn nhục sống đến bây giờ.
今幸得见，妾愿毕矣！	Nay may được gặp nhau, thế là hả rồi.
此身已污，不得复事英雄；愿死于君前，以明妾志！”	Tấm thân đã nhơ nhuốc này không xứng đáng thờ người anh hùng, thiếp xin chết ở trước mặt chàng để tỏ rõ lòng thiếp!
言讫，手攀曲栏，望荷花池便跳。	Điêu Thuyền nói xong, tay vịn bao lơn, mắt nhìn ra ao sen, định nhảy xuống.
吕布慌忙抱住，泣曰：“我知汝心久矣！ 只恨不能共语！”	Lã Bố vội vàng ôm ngay lấy Điêu Thuyền, khóc nói rằng: - Lòng nàng tôi biết đã lâu, chỉ hiềm chưa được nói với nhau đấy thôi!
貂蝉手扯布曰：“妾今生不能与君为妻，愿相期于来世。”	Điêu Thuyền gạt tay Lã Bố ra nói rằng: - Kiếp này thiếp không được làm vợ chàng, xin hẹn để kiếp sau!
布曰：“我今生不能以汝为妻，非英雄也！”	Lã Bố nói: - Nếu kiếp này không lấy được nàng, tôi không phải là người anh hùng nữa.
蝉曰：“妾度日如年，愿君怜而救之。”	Điêu Thuyền nói: - Thiếp coi một ngày dài bằng một năm, xin chàng thương mà cứu vớt.
布曰：“我今愉空而来，恐老贼见疑，必当速去。”	Bố nói: - Tôi lên đến đây, sợ thằng giặc già nó nghi, tôi phải đi ngay.
蝉牵其衣曰：“君如此惧怕老贼，妾身无见天日之期矣！”	Thuyền lôi vạt áo Lã Bố lại nói rằng: - Chàng còn sợ thằng giặc già như thế, thiếp này không còn mong có ngày nào được trông thấy trời và đất nữa!
布立住曰：“容我徐图良策。”	Bố đứng lại nói rằng: - Đừng vội vàng, để tôi nghĩ cách đã.
语罢，提戟欲去。	Nói rồi vác kích định ra.
貂蝉曰：“妾在深闺，闻将军之名，如雷灌耳，以为当世一人而已；谁想反受他人之制乎！”	Điêu Thuyền níu lại nói rằng: - Khi tôi ở chốn buồng the đã được nghe tiếng tướng quân, lừng lẫy như sấm rót vào tai, tưởng rằng ở đời này chỉ có một người như thế chớ không có hai. Ai ngờ tướng quân lại chịu dưới quyền áp chế của người khác!
言讫，泪下如雨。	Nói rồi, nước mắt chảy xuống như mưa.
布羞惭满面，重复倚戟，回身搂抱貂蝉，用好言安慰。	Lã Bố thẹn đỏ cả mặt, dựa kích vào một chỗ, quay lại ôm lấy Điêu Thuyền, dỗ dành an ủi.
两个偎偎倚倚，不忍相离。	Hai người quấn quấn quýt quýt không nỡ buông nhau ra.
却说董卓在殿上，回头不见吕布，心中怀疑，连忙辞了献帝，登车回府；见布马系于府前；问门吏，吏答曰：“温侯入后堂去了。”	Đổng Trác ở trên điện, bỗng ngoảnh lại không thấy Lã Bố trong bụng nghi ngay, vội vàng xin cáo từ lên xe về phủ thấy ngựa của Bố buộc trước cửa phủ, Trác bèn hỏi lính canh cửa. Lính canh nói: - Ôn hầu vào nhà sau.
卓叱退左右，径入后堂中，寻觅不见；唤貂蝉，蝉亦不见。	Trác mắng quân canh cửa, đi thẳng ngay vào hậu đường, không thấy Lã Bố. Trác gọi Điêu Thuyền cũng không thấy thưa.
急问侍妾，侍妾曰：“貂蝉在后园看花。”	Trác hỏi người hầu gái. Người hầu gái thưa: Điêu Thuyền ở trong vườn sau ngắm hoa.
卓寻入后园，正见吕布和貂蝉在凤仪亭下共语，画戟倚在一边。	Trác vào vườn sau tìm, thấy Lã Bố và Điêu Thuyền đang nói chuyện với nhau ở bên Đình Phượng Nghi, họa kích dựng một bên.
卓怒，大喝一声。	Trác giận quát to một tiếng.
布见卓至，大惊，回身便走。	Bố thấy Trác đến, cả sợ, quay đầu chạy.
卓抢了画戟，挺着赶来。	Trác vớ ngay lấy ngọn họa kích đuổi theo.
吕布走得快，卓肥胖赶不上，掷戟刺布。	Bố chạy mau, Trác béo phục phịch, đuổi không kịp, bèn cầm kích ném theo Lã Bố.
布打戟落地。 卓拾戟再赶，布已走远。	Bố gạt rơi xuống đất, Trác nhặt kích lại đuổi, nhưng Bố đã chạy xa.
卓赶出园门，一人飞奔前来，与卓胸膛相撞，卓倒于地。	Trác đuổi ra tận cửa vườn, thì một người xăm xăm chạy đến, đâm sầm ngay vào Đổng Trác. Trác ngã quỵ xuống đất.
正是：冲天怒气高千丈，仆地肥躯做一堆。	Thế rõ thực là: Khi căm xông thắng trên mây tía Mình béo lăn kềnh đến đất đen.
未知此人是谁，且听下文分解。	Chưa biết người ấy là ai, xem hồi sau mới rõ.
第九回除暴凶吕布助司徒犯长安李傕听贾诩	HỒI 9 Trừ hung bạo, Lã Bố giúp Tư đồ; Chiếm Trường An, Lý Thôi nghe Giả Hủ
却说那撞倒董卓的人，正是李儒。 当下李儒扶起董卓，至书院中坐定，卓曰：“汝为何来此？”	Người đi va vào Đổng Trác, tức là Lý Nho, Nho thấy Trác ngã, vội vàng đỡ Trác đứng dậy, dìu vào ngồi trong thư viện. Trác hỏi Lý Nho: - Ngươi đến đây làm gì?
儒曰：“儒适至府门，知太师怒入后园，寻问吕布。 因急走来，正遇吕布奔走，云：‘太师杀我！’	Lý Nho thưa: - Tôi chợt qua cửa phủ, thấy nói thái sư giận đi vào vườn sau tìm Lã Bố, tôi vội vàng chạy vào, thì gặp Lã Bố chạy ra, kêu lên rằng: "Thái sư giết ta".
儒慌赶入园中劝解，不意误撞恩相。 死罪！ 死罪！”	Bởi thế, tôi hấp tấp vào đây để can ngăn thái sư, chẳng may chạm phải thái sư, thật đáng tội chết!
卓曰：“叵耐逆贼！	Trác nói: - Không thể tha được thằng nghịch tặc ấy!
戏吾爱姬，誓必杀之！”	Nó dám đùa bỡn ái cơ của ta. Thế nào ta cũng giết chết nó mới nghe.
儒曰：“恩相差矣。 昔楚庄王绝缨之会，不究戏爱姬之蒋雄，后为秦兵所困，得其死力相救。	Lý Nho can rằng: - Thái sư không nghĩ cho chín; ngày xưa vua Trang Vương nước Sở, trong bữa tiệc "Dứt dãi mũ" đã tha tội cho Tưởng Hùng đã đùa bỡn với người vợ yêu, đến sau bị binh nhà Tần làm khốn, được Tưởng Hùng cố sức liều chết cứu thoát được.
今貂蝉不过一女子，而吕布乃太师心腹猛将也。 太师若就此机会，以蝉赐布，布感大恩，必以死报太师。 太师请自三思。”	Nay Điêu Thuyền chẳng qua là một đứa con gái mà Lã Bố là một mãnh tướng tâm phúc của thái sư, nếu thái sư nhân dịp này đem Điêu Thuyền cho Bố, chắc Bố cảm ơn lắm, lấy chết báo lại thái sư, xin thái sư nghĩ đi nghĩ lại.
卓沈吟良久曰：“汝言亦是，我当思之。”	Trác nghĩ ngợi hồi lâu rồi nói rằng: - Ngươi nói cũng phải, để ta nghĩ kỹ xem.
儒谢而出。	Lý Nho tạ từ rồi ra.
卓入后堂，唤貂蝉问曰：“汝何与吕布私通耶？”	Trác vào ngay hậu đường gọi Điêu Thuyền ra hỏi rằng: - Sao mày có tư tình với Lã Bố?
蝉泣曰：“妾在后园看花，吕布突至。	Điêu Thuyền khóc thưa rằng: - Thiếp đang đứng xem hoa, bỗng Lã Bố đột ngột ở đâu đến.
妾方惊避，布曰：‘我乃太师之子，何必相避？’	Thiếp vội vàng toan tránh. Bố nói: "Tôi là con thái sư, việc gì phải tránh?".
提戟赶妾至凤仪亭。	Rồi y cầm kích ép thiếp đến đình Phượng Nghi.
妾见其心不良，恐为所逼，欲投荷池自尽，却被这厮抱住。	Thiếp thấy y có lòng bất lương, sợ xâm phạm tới mình thiếp, định đâm đầu xuống ao sen tự tận, nhưng lại bị y ôm chặt lấy.
正在生死之间，得太师来，救了性命。”	Đang lúc giằng co không biết sống chết thế nào, may có thái sư chạy lại cứu được tính mệnh.
董卓曰：“我今将汝赐与吕布，何如？”	Trác lại hỏi: - Nay ta đem mày gả cho nó, mày có thuận không?
貂蝉大惊，哭曰：“妾身已事贵人，今忽欲下赐家奴，妾宁死不辱！”	Điêu Thuyền giật mình, khóc rằng: - Thiếp đã được vào hầu quý nhân, nay lại đem gả cho thằng ở, thiếp thà chết chứ không chịu được nhục này!
遂掣壁间宝剑欲自刎。	Bèn rút thanh bảo kiếm treo ở vách, toan tự vẫn.
卓慌夺剑拥抱曰：“吾戏汝！”	Trác vội vàng giằng lấy thanh gươm và ôm chặt lấy Điêu Thuyền và nói rằng: Ta nói bỡn đấy mà!
貂蝉倒于卓怀，掩面大哭曰：“此必李儒之计也！ 儒与布交厚，故设此计；却不顾惜太师体面与贱妾性命。 妾当生噬其肉！”	Thuyền nằm ngã vào lòng Trác, bưng mặt khóc rằng: - Đây hẳn là mẹo của Lý Nho, Nho với Bố hai đứa là bạn thân với nhau, nên Nho mới bày ra mẹo này, không kể gì đến thể diện của thái sư và tính mệnh của tiện thiếp, thiếp phải xả thịt chúng nó ra.
卓曰：“吾安忍舍汝耶？”	Trác nói: - Ta sao nỡ bỏ nàng.
蝉曰：“虽蒙太师怜爱，但恐此处不宜久居，必被吕布所害。”	Điêu Thuyền lại nói: - Thái sư dẫu có lòng thương yêu, cũng không nên ở đây lâu, sợ bị Lã Bố làm hại.
卓曰：“吾明日和你归郿坞去，同受快乐，慎勿忧疑。”	Trác dỗ dành Điêu Thuyền rồi nói rằng: - Ngày mai chúng ta về My Ổ, cùng hưởng sung sướng, đừng lo gì nữa.
蝉方收泪拜谢。	Thuyền mới lau nước mắt lạy tạ.
