趙紀.	Kỷ nhà triệu.
上皇聞之遣中使鎖慶餘問闕.	Khánh dư đánh thất lợi thượng hoàng được tin, sai trung sứ xiềng khánh dư giải về kinh.
慶餘謂中使曰:以軍憲論甘受罪,譴願假二三日,以.	Khánh dư nói với trung sứ: " lấy quân pháp mà xử, tôi cam chịu tội, nhưng xin khất hai, ba ngày, để
圖,後效㱕伏斧鑕未晚.	Mưu lập công rồi về chịu tội búa rìu cũng chưa muộn ".
中使從其請.	Trung sứ theo lời xin đó.
慶餘料知虜師已過,運船必在後,乃将集殘卒待之.	Kháng dư liệu biết quân giặc đã qua, thuyền vận tải tất theo sau, nên thu thập tàn binh đợi chúng.
擊敗之,󰱐虜軍糧,噐械,不可勝計;俘虜亦甚多.	Chẳng bao lâu thuyền vận tải quả nhiên đến, đánh bại chúng, bắt được quân lương khí giới của giặc nhiều không kể xiết, tù binh cũng rất nhiều.
即馳書,以聞,上皇釋前罪不問.	Lập tức sai chạy ngựa mang thư về báo.
曰元兵所資者粮草噐械,今既為我󰱐,恐彼未知猶,或陸梁.	Thượng hoàng tha cho tội trước không hỏi đến và nói: " chỗ trông cậy của quân nguyên là lương thảo khí giới, nay đã bị ta bắt được, sợ nó chưa biết, có thể còn hung hăng chăng?
乃縱其所󰱐人至元營具告.	Bèn tha những tên bị bắt về doanh trại quân nguyên để báo tin.
元人果退.	Quân nguyên quả nhiên rút lui.
故,是年百姓瘡痍非前年之慘.	Cho nên, năm này, vết thương không thảm như năm trước, khánh dư có phần công lao trong đó.
慶餘𥘉鎮雲屯.	Kháng dư duyệt quân các trang, ra lệnh: " quân trấn giữ vân đồn là
其俗以商販為生業,飲食衣服皆仰北客.	Trước đây, khánh dư trấn giữ vân đồn, tục ở đó lấy buôn bán làm nghề nghiệp sinh nhai, ăn uống, may mặc đều dựa vào khách buôn phương bắc, cho nên quần áo, đồ dùng theo tục người bắc.
宜戴麻雷,笠[麻雷洪路鄕名善織青皮竹為笠故以名笠	Hồ, không thể đội nón của phương bắc, sợ khi vội vàng khó lòng phân biệt, nên đội nón ma lôi (ma lôi là tên một hương ở hồng lộ, hương này khéo nghề đan cật tre làm nón, cho nên lấy tên hương làm tên nón), ai trái tất phải phạt ".
而󰆑餘先以令家人買麻雷笠船載泊于港内矣.	Nhưng khánh dư đã sai người nhà mua nón ma lôi từ trước, chở thuyền đến đậu trong cảng rồi.
既下令使人潜告庄人曰:昨見前灣有麻雷笠船拋泊.	Lệnh vừa ra, sai người ngầm báo dân trong trang: " hôm qua thấy trước vụng biển có thuyền chở nón ma lôi đậu ".
由是,庄人爭買,継重相接,𥘉買不過錢一陌,後貴價賣之一笠直布一匹,所得布匹以千計,北客賀詩有:雲屯鷄犬亦皆驚,之句盖託以驚服威名,而實隂諷之也.	Thơ mừng của một người khách phương bắc câu: " vân đồn kê khuyển diệc giai kinh " (vân đồn gà chó thảy đều kinh) là nói thác sợ phục uy danh của kháng dư mà thực là châm biếm ngầm ông ta.
慶餘性貪鄙,凣所領鎮𬋩内,皆惡之.	Kháng dư tính tham lam, thô bỉ, những nơi ông ta trấn nhậm, mọi người đều rất ghét.
仁宗持,惜其有將才,不忍棄置爾.	Nhân tông chỉ tiếc ông có tài làm tướng, nên không nỡ bỏ mà thôi.
壬子四年,[元至元二十五年,]春正月,烏馬兒犯龍興府.	Mùa xuân, tháng giêng, ô mã nhi đánh vào phủ long hưng.
八日,官軍會戰于大旁海外,󰱐哨船三百艘,首級十顆.	Ngày mồng tám, quan quân hội chiến ngoài biển đại bàng, bắt được ba trăm chiếc thuyền giặc, mười thủ cấp giặc, quân nguyên bị chết đuối rất nhiều.
元人多溺死.	Mậu tý, năm thứ bốn, (nguyên chí nguyên năm thứ hai mươi lăm).
二月,十九日,烏馬兒犯安興寨.	Tháng hai, ngày hai mươi chín, ô mã nhi đánh vào trại yên hưng.
三月,八日,元軍會白藤江,迎張文虎等粮船.	Tháng ba, ngày mồng tám, quân nguyên hội ở sông bạch đằng để đón thuyền lương của bọn trương văn hổ nhưng không gặp.
興道王擊敗之.	Hưng đạo vương đánh bại chúng.
先是,王已植樁於白藤,襨叢草其上.	Trước đó, vương đã đóng cọc ở sông bạch đằng, phủ cỏ lên trên.
是日,乘潮漲時,挑戰佯北賊眾來追.	Hôm ấy, nhân lúc nước triều lên, vương cho quân khiêu chiến rối giả cách thua chạy, bọn giặc đuổi theo, quân ta cố sức đánh lại.
水落,賊船盡膠.	Nước triều xuống, thuyền giặc vướng cọc hết.
阮蒯領聖翊勇義軍與賊戰,擒平章奥魯赤.	Nguyễn khoái chỉ huy quân thánh dực dũng nghĩa đánh nhau với giặc, bắt sống bình chương áo lỗ xích.
元人溺死不可勝計.	Hai vua đem quân tiếp đến, tung quân đánh lớn, quân nguyên chết đuối nhiều không kể xiết, nước sông do vậy đỏ ngầu cả.
及文虎至,两岸伏兵奮擊.	Đến khi văn hổ tới quân mai phục hai bên bờ hăng
又敗之.	Lại đánh bại chúng.
潮退甚急,文虎粮船閣樁上傾襨殆盡.	Nước triều rút nhanh, thuyền lương của văn hổ mắc trên cọc, nghiêng đắm gần hết.
元溺死甚眾,󰱐哨船四百餘艘.	Quân nguyên chết đuối rất nhiều.
内明字杜衡󰱐烏馬兒,昔戾基玉,献于上皇.	Nội minh tự đỗ hành bắt được ô mã nhi và tích lê cơ ngọc dâng lên thượng hoàng.
上皇命引登御舶,同坐與語歡飲之酒.	Thượng hoàng sai dẫn lên thuyền ngự, cùng ngồi nói chuyện với chúng và uống rượu vui vẻ.
脱驩及阿台領眾遁㱕思明.	Thoát hoan và a thai dẫn quân trốn về tư minh, thổ quan là hoàng nghệ bắt được đem dâng.
土官黃詣擒之以献.	Bắt được bốn trăm chiếc thuyền.
二帝駕回龍興府.	Hai vua trở về phủ long hưng.
十七日,俘賊将昔戾基玉,元帥烏馬兒,參政岑段,焚接,田元帥萬戶,千戶献捷于昭陵.	Ngày mười bảy, đem các tướng giặc bị bắt là tích lệ cơ ngọc, nguyên soái ô mã nhi, tham chính sầm đoàn, phàn tiếp, nguyên soái điền, các vạn hộ, thiên hộ làm lễ dâng thắng trận ở chiêu lăng.
𥘉,元人嘗𭛁昭陵,欲󰱧之而梓宫,不犯.	Trước đó quân nguyên đã khai quật chiêu lăng muốn phá đi, nhưng không phạm được tới quan tài.
及賊敗,石馬之足皆沾泥,盖神靈陰相也.	Đến khi giặc thua, chân ngựa đá đều bị lấm bùn.
帝進謁時有詩云:社稷两回勞石馬,山河千古奠.	Khi vua cử lễ bái yết, có làm thơ rằng: xã tắc lưỡng hồi lao thạch mã, sơn hà thiên cổ điện
金甌.	Kim âu.
二十七日,二帝車駕還京師.	Ngày hai mươi bảy, xa giá hai vua trở về kinh sư.
夏四月,上皇御侍衛廊,[宫殿時為賊所焚故也.	Mùa hạ, tháng bốn, thượng hoàng ngự ở hành lang thị vệ (vì cung điện bấy giờ đã bị giặc đốt hết), đại xá thiên hạ.
帝諭行遣司交好翰林院.	Vua dụ ty hành khiển giao hảo với viện hàn lâm.
故事,凣宣德音則翰林預送詔藁于行遣,使先肄習至宣讀時兼講音義,令凡󰱃易曉者以.	Lệ cũ, mỗi khi tuyên đọc lời vua, thì viện hàn lâm lĩnh đưa bản thảo tờ chiếu cho hành khiển để giảng tập trước.
時,黎從教為左輔與翰林奉旨丁拱垣素不相懾.	Bấy giờ, lê tòng giáo làm tả phụ, vốn bất hoà với hàn lâm phụng chỉ đinh củng viên.
宣示德音有日矣,供垣故不送藁.	Ngày tuyên đọc lời vua đã đến rồi mà củng viên vẫn cố ý không đưa bản thảo.
從教屡素求,竟不䏻得.	Tòng giáo đòi nhiều lần vẫn không được.
是日,駕方出宫,拱垣始送藁.	Hôm ấy, xa giá sắp ra ngoài cung, củng viên mới đưa bản thảo.
從教宣讀大赦,不通音義,遂默然帝.	Tòng giáo tuyên đọc tờ chiếu đại xá, không hiểu âm nghĩa, phải im lặng.
召拱垣立後,開是音義.	Gọi củng viên đứng đằng sau, nhắc bảo âm nghĩa.
從教頗有慙色.	Tòng giáo rất thẹn.
拱垣指示聲轉大,而從教聲反低,朝中但聞拱垣聲.	Tiếng nhắc của củng viên to dần, mà tiếng đọc của tòng giáo lại nhỏ đi, trong triều chỉ còn nghe thấy tiếng của củng viên thôi.
帝還内,詔從教論曰:拱垣士人也,爾中官也,何不相懾,至是耶?	Vua về trong cung, gọi tòng giáo dụ bảo: " củng viên là sĩ nhân, ngươi là trung quan sao lại bất hoà đến thế?
爾為天長留守,土蝦黄橘,投贈徃還何傷乎?	Ngươi là lưu thủ thiên trường, dùng con rươi quả quýt đi lại, đưa tặng lẫn nhau thì có việc gì?
自是,從教,拱垣交好更篤.	Từ đó, tòng giáo và củng viên giao hảo với nhau càng gắn bó.
史臣吳士連曰:帝教臣下投贈交好,得非啓人臣私交之弊乎?	Sử thần ngô sĩ liên nói: vua bảo kẻ thần hạ tặng biếu giao hảo với nhau, thì chẳng phải là gây cái tệ tư giao giữa người làm tôi với nhau sao?
曰:交好與私交跡似而,情非也.	Xin thưa, giao hảo với tư giao, việc thì giống nhau, nhưng tình thì có khác.
夫以私心隂結者,私交也.	Đem tư tâm mà kết ngầm với nhau, đó là tư giao, như kinh xuân thu chê thái bá đến nước lỗ là thế.
詩人詠瓜李之投.	Lấy tình nghĩa giao hoan với nhau thì không phải là tư giao, như thi nhân ngâm vịnh việc tặng dưa tặng mận cho nhau
帝使人臣交好,共成王事.	Vua bảo bề tôi giao hảo với nhau là để cùng nhau làm tốt việc của nhà vua.
陳家忠厚如此可見.	Nhà trần trung hậu như thế có thể thấy được.
然以宦官不識字為行遣亦非也.	Nhưng lấy hoạn quan không biết chữ làm hành khiển thì cũng không phải.
秋九月,興道王夫人元慈國母陳氏薨.	Mù thu, tháng chín, phu nhân hưng đạo vương nguyên từ quốc mẫu trần thị (tức công chúa thiên thành) mất.
[即天城公主也.	Là vậy.
冬十月,遣杜天覰如元.	Mùa đông, tháng mười, sai đỗ thiên hư (thiên hư là em khắc chung) sang nguyên.
]杜克終使元軍有功,至是薦弟天覰帝從之.	Đỗ khắc chung đi sứ sang nguyên có công, đến nay, tiến cử em là thiên hư.
己丑五年,[元至元二十六年,]春二月,遣内書家黄佐寸送烏馬兒等還國,用興道王計,以善水者克船夫,夜鑽船沉水.	Mùa xuân, tháng hai, sai nội thư hoàng tá thốn đưa bọn ô mã nhi về nước, dùng kế của hưng đạo vương, lấy người giỏi bơi lặn, sung làm phu thuyền, ban đêm dùi thuyền cho đắm, bọn ô mã nhi đều chết đuối cả.
史臣吳士連曰:信者國之寶,而服人之深王政.	Sử thần ngô sĩ liên nói: chữ tín là vật báu của nước, mà làm cho người khác phục mình sâu sắc thì đó là gốc của vương chính.
興道王以覇術欲成功於一時,而不知七信於萬世.	Hưng đạo vương dùng bá thuật, muốn được thành công trong một thời mà không biết làm như thế là đã thất tín với muôn đời.
既云送還國,又用計以殺之,詭譎甚矣.	Đã nói là đưa về nước lại dùng mưu kế để giết đi, thì thực quỷ quyệt quá lắm.
我大越太祖髙皇帝戡亂之時,欲放明人還國.	Thái tổ cao hoàng đế nước đại việt ta đang khi dẹp loạn, định tha người minh về nước.
僞官有為明人援興道王鑽船事阻其㱕心者,而帝之信孚及獴魚,明人卒信從不疑.	Bọn nguỵ quan có kẻ viện dẫn cho người minh nghe câu chuyện dùi thuyền của hưng đạo vương khi trước nhằm ngăn cản ý muốn về nước của họ.
此服人之深而為王政之本也.	Thế mới là làm cho người khác phục mình sâu sắc và là cội gốc của vương chính.
𡸈曰小補云乎哉!	Đâu có thể nói chỉ là chuyện nhỏ nhặt.
三月,朔,日食.	Tháng ba, ngày mồng một, nhật thực.
夏四月,定平元之功.	Mùa hạ, tháng bốn, định công dẹp giặc nguyên.
進封興道王為大王,興武王為開國公,興讓王為節度使,有大功者賜國姓.	Tiến phong hưng đạo vương làm đại vương, hưng vũ vương làm khai quốc công, hưng nhượng vương làm tiết độ sứ.
克終預焉,仍授大行遣.	Khắc chung được dự trong số đó, lại được nhận chức đại hành khiển.
杜行止封.	Đỗ hành chỉ được phong
關内侯,以擒烏馬兒時,不献於官家,而献于上皇也.	Quan nội hầu, vì khi bắt được ô mã nhi không dâng lên quan gia, lại dâng lên thượng hoàng.
興智王不許進秩,以有詔元人㱕諸将勿遏而猶邀擊之也.	Hưng trí vương không được thăng trật, vì đã có chiếu cho người nguyên về nước, các tướng không được cản trở, mà lại còn đón đánh chúng.
授諒江蠻長梁蔚為㱕化寨主,何畢䏻為冠服侯,以䏻率蠻人討賊故也.	Cho man trưởng lạng giang lương uất làm trại chủ quy hoá.
賞爵既行猶有觖望者.	Việc thưởng tước đã xong, vẫn còn có người chưa bằng lòng.
上皇諭之曰:卿等果知胡虜不復入冦則為朕明言之!	Thượng hoàng dụ rằng: " nếu các khanh biết chắc là giặc hồ không vào cướp nữa thì nói rõ cho trẫm biết, dù có thăng đến cực phẩm trẫm cũng không tiếc.
如其不然遽行優賞,萬一胡虜再驚而,卿等又有功效,朕将何以待之以為天下勸乎?	Nếu không thế mà đã vội thưởng hậu, vạn nhất giặc hồ trở lại, và các khanh lại lập công nữa thì trẫm lấy gì mà thưởng để khuyến khích thiên hạ ".
眾皆悅服.	Mọi người đều vui vẻ phục tùng.
五月,治降賊皆罪.	Tháng năm, trị tội những kẻ đã hàng giặc.
惟軍民免死,運木石造宫殿贖罪.	Chỉ quân lính và dân thường được miễn tội chết, nhưng bắt chở gỗ đá, xây cung điện để chuộc tội, quan viên phạm tội
隨輕重論.	Thì tuỳ tội nặng nhẹ mà xét xử.
以馮士周為行.	Lấy phùng sĩ chu làm hành hiển.
遣士周茶鄕,古了人初,元人來,帝命士周筮之,占云必有大勝.	Khi người nguyên sang, vua sai sĩ chu bói.
果如其言,當有重賞.	Vua mừng bảo; " nếu đúng như lời đoán, sẽ có trọng thưởng ".
賊平,帝曰:天子無戲言,故有是命.	Giặc yên, vua nói: " thiên tử không có nói đùa ".
士周為人孝忠,有文藝,官至少傅,號𦮎齋先生.	Sĩ chu là người trung hiếu, có tài văn nghệ, làm quan đến thiếu phó, hiệu là tốn trai tiên sinh.
加封阮蒯為列侯,賜湯沐一郡,名曰蒯路,後改為快[今快州府是也.	Gia phong nguyễn khoái làm liệt hầu, ban cho một quận thang mộc, gọi là khoái lộ?
定前後諸功臣有先登破陣奇功者,著在中興,實録,仍命圖形焉,徒.	Người nào xông lên trước phá trận giặc, lập kỳ công thì chép vào tập trung hưng thực lục lại sai vẽ hình.
徒巴點,旁河,两鄕軍民為湯沐兵,不得入仕,除賜宰臣為差使宏.	Xử tội đồ quân dân hai hương ba điểm và bàng hà, làm thang mộc binh, không được làm quan, ban cho tể thần làm sai sử hoành.
初,元人入冦,王侯臣僚多送欵虜營,及賊敗.	Trước kia, người nguyên vào cướp, vương hầu, quan lại nhiều người đến doanh trại giặc xin hàng.
𠎣洲此一洲,百部笙𰙔禽百舌,天行奴僕橘千頭,月無事照人無事,水有秋涵天有秋,四海已清塵以靜,今年逰勝昔年逰.	Bách bộ sênh ca, cầm bách thiệt, thiên hàng nô bộc quất thiên đầu.
盖感於經两戰代而𭛁也.	Vì là xúc cảm về hai lần đánh giặc đã qua mà phát thành thơ vậy.
夏六月至冬十月,旱.	Hạn từ tháng sáu mùa hạ đến tháng mười mùa đông.
庚寅六年,[元至元二十七年,]春二月,󰱇文官,分治諸路.	Mùa xuân, tháng hai, chọn quan văn chia đi cai trị các lộ.
帝親征哀牢.	Vua thân đi đánh ai lao.
朝臣諫曰:胡虜𥘉退,瘡痍未定,𡸈可興兵?	Triều thần can rằng: " giặc hồ vùa rút, vết thương chưa lành, đâu đã có thể dấy binh đao !
帝曰:秪可以此時出兵耳.	Vua nói: " chỉ có thể lúc này ra
此.	Thế nữa.
聖人遠圖非臣等所及也.	Thánh nhân lo xa, bọn thần không thể nghĩ đến được ".
史臣吳士連曰:當時,朝臣諫親征之事未為甚失,及聞仁宗之言而󰱩稱曰聖人遠圖,則近䛕矣.	Sử thần ngô sĩ liên nói: bây giờ, triều thần can việc thân chinh chưa phải là sai lắm, đến khi nghe lời nhân tông mà vội tán tụng là " thánh nhân lo xa " thì gần như là nịnh hót rồi.
三月,加佐天大王德曄入内檢校太尉.	Tháng ba, gia phong tá thiên đại vương đức việp làm nhập nội kiểm hiệu thái uý.
夏四月,蘇歷江逆流.	Mùa hạ, tháng bốn, sông tô lịch chảy ngược (sông này hễ có mưa to thì nước rút, tràn và chảy ngược).
五月,二十五日,上皇崩于仁壽宫.	Tháng năm, ngày hai mươi lăm, thượng hoàng băng ở cung nhân thọ.
以下品奉御范五老𬋩右衛聖翊軍.	Lấy hạ phẩm phụng ngự phạm ngũ lão chỉ huy hữu vệ thánh dực quân.
秋,八月,使吳廷介訃音付吿也,于元九.	Mùa thu, tháng tám, sai ngô đình giới sang cáo phó với nước nguyên.
九月,聖宗䘮纔逾三月,御史大夫杜國計奏:凣居䘮無.	Tháng chín, để tang thánh tông mới hơn ba tháng, ngự sử đại phu đỗ quốc kế tâu rằng: " phàm để tang không nên
傷人.	Làm thương tổn người sống.
今,天子皆用肩輿傷人.	Nay thiên tử đều dùng kiệu khiêng, thế là người sống bị tổn thương, xin hãy cưỡi ngựa ".
帝從之,但用素鞍.	Vua nghe theo, chỉ dùng yên trắng.
史臣吳士連曰:觀國計之言非惟學淺𧥾亦卑陋矣.	Sử thần ngô sĩ liên nói: xem lời tâu của quốc kế, chẳng những học vấn nông cạn mà kiến thức cũng thấp hèn.
夫乘馬非䘮制中所宜用,而必請乘馬傷人,乃毀瘠滅性之謂而曰傷人.	Cưỡi ngựa không phải là điều nên làm trong tang chế mà cứ xin cưỡi ngựa; làm thương tổn người có người là huỷ thân thể, diệt sinh mạng, mà lại bảo là thương tổn người !
他之學問如是見𧥾如是,繩愆紏謬當如何哉!	Học vấn của hắn như thế, kiến thức của hắn như thế thì việc sửa lầm, nắn lỗi sẽ ra sao?
仁宗當䘮不辨其非,而曲從之亦非也.	Nhân tông đang có tang, không nhận ra điều sai trái đó mà lại lầm lẫn làm theo thì cũng không phải.
米三升直錢一鏹民多賣田土及賣男女為人奴婢.	Đói to, ba thăng gạo giá một quan tiền, dân nhiều người bán ruộng đất, và bán con trai con gái làm nô tỳ cho người, mỗi người giá một quan tiền.
每人直錢一鏹詔𭛁官粟賑給貧民.	Xuống chiếu phát thóc công chẩn cấp dân nghèo và
免人丁税.	Miễn thuế nhân đinh.
冬十二月,十五日,塟裕陵,廟號聖宗,追尊曰玄功盛德仁明文武宣孝皇帝.	Mùa đông, tháng mười hai, ngày mười lăm, táng ở dụ lăng, miếu hiệu là thánh tông, truy tôn là huyền công thịnh đức nhân minh, văn vũ tuyên hiếu hoàng đế.
史臣吳士連曰:聖宗乘太宗之業,中遭寇亂,委任将臣與仁宗同力共濟,使天下既渙而復合,社稷既危而復安.	Sử thần ngô sĩ liên nói: thánh tông nối nghiệp thái tông, giữa chừng gặp tai hoạ giặc vào cướp, đã uỷ nhiệm tướng thần, cùng với nhân tông chung sức, cùng nhau vượt qua, khiến cho thiên hạ đã tan mà lại họp, xã tắc đã nguy mà lại yên, suốt đời trần, không còn nạn xâm lược của giặc hồ nữa.
厥功茂也.	Công lao ấy to lớn lắm.
辛卯七年,[元至元二十八年,]歲又大饑,途多餓死.	Tân mão, năm thứ bảy, (nguyên chí nguyên năm thứ hai mươi tám).
元遣禮部尚書張立道諭帝入覲.	Nhà nguyên sai lễ bộ thượng thư trương lập đạo sang dụ vua vào chầu.
明年遣阮代乏徃辭以䘮.	Năm sau, (vua) sai nguyễn đại phạp sang nguyên từ chối, lấy cớ có tang.
壬寅八年,元至元二十九年,]春正月,朔,日食.	Nhâm thìn, năm thứ tám, (nguyên chí nguyên năm thứ hai mươi chín).
以費孟為演州安撫,在任未幾以貪汚,聞帝召還,杖之,復命赴治.	Lấy phí mạnh làm an phủ diễn châu, giữ chức chưa bao lâu, có tiếng đồn là tham ô, vua triệu về, đánh trượng, lại sai đi trấn trị.
更以公清聞,演州人為之語曰:演州安撫清如水.	Người diễn châu vì thế có câu rằng: " diễn châu an phủ thanh như thuỷ " (an phủ diễn châu trong tựa nước).
以陳時見為安康路安撫.	Lấy trần thì kiến làm an phủ lộ yên khang, nhưng tên huyện đã bỏ và đất chia nhập vào huyện tam điệp và huyện kim sơn.
𥘉,元人入冦,帝命時見筮之,得豫之震,占之曰吉明年夏元人敗,績果如所占.	Trước đây, quân nguyên vào cướp, vua sai thì kiến bói, được quẻ dự biến sang quẻ chấn, đoán là tốt.
重興二年,秋,元人復入冦,帝又命筮之,得觀之渙,占曰渙者散也離散之兆.	Mùa thu năm trùng hưng thứ hai, quân nguyên lại vào cướp, vua lại sai bói, được quả quan biến sang quẻ hoán, đoán: " hoán nghĩa là tan, là điềm giặc tan ".
元人至白藤江其󰕛果散走.	Sau quân nguyên đến sông bạch đằng, quả nhiên tan chạy.
上嘉其䏻故有是命.	Vua khen tài của kiến, cho nên có lệnh này.
二月,三日,立東宫太子烇為皇太子.	Tháng hai, ngày mồng ba, lập đông cung thái tử thuyên là
納興讓大王國顙長女.	Mùa hạ năm sau, quân nguyên đại bại, quả đúng như lời đoán.
為太子妃.	Của hưng nhượng vương quốc tảng làm phi cho thái tử.
以丁拱垣為太子少保,進爵関内侯.	Lấy đinh củng viên làm thái tử thiếu bảo, thăng tước quan nội hầu.
三月,詔凣斷典文字同辝二道,名執一道.	Tháng ba, xuống chiếu rằng phàm văn tự bán đứt hoặc cầm đợ thì phải làm hai bản giống nhau, mỗi bên cầm một bản.
詔諸買良民為奴婢者許贖,田宅不用此律以庚寅,辛卯二年饑人多死故也.	Xuống chiếu cho những mua dân lương thiện làm nô tỳ thì phải cho chuộc lại; ruộng đất, nhà cửa không theo luật này.
帝嘗行幸于外途,中遇王侯家僮,必呼其各問曰:汝主何在?	Vua từng ngự chơi bên ngoài, giữa đường, hể gặp gia đồng của vương hầu thì tất gọi chúng mà hỏi: " chủ mày đâu?
仍戒衛士不得訶斥.	", rồi răn các vệ sĩ không được thét đuổi.
及還宫,謂左右曰:平居則有左右侍衛,國家多難則惟彼軰在.	Đến khi về cung, bảo tả hữu rằng: " ngày thường thì có thị vệ tả hữu, khi quốc gia lắm hoạn nạn thì chỉ có bọn chúng có mặt ".
盖感其扈從於𫎇塵之際而言也.	Vì là vua cảm mến bọn chúng đi theo bảo vệ mình hồi phải chạy ra khỏi kinh thành mà nói thế.
阮代乏至元,元呼為老令公.	Nguyễn đại phạp đến nước nguyên, người nguyên gọi là lão lệnh công.
代乏至鄂州見行省諸平章.	Đại phạp tới ngọc châu, vào yết kiến các quan bình chương ở hành tỉnh.
昭國王益稷時亦在坐.	Lúc ấy chiêu quốc vương ích tắc cũng
益稷曰:汝無乃昭道王家書兒耶?	Ích tắc hỏi: " ngươi không phải là tên biên chép ở nhà chiêu đạo vương đó ư?
[昭道王名光昶太宗󰱃子盖稷同母兄.	" (chiêu đạo vương trước tên là quang xưởng, là con thứ của thái tông, anh cùng mẹ của ích tắc).
]代乏曰:時事變遷,代乏素為昭道王書兒,今為使者,亦如平章初為帝子今反為降虜人也.	Đại phạp trả lời " " việc đời đổi thay, đại phạp trước vốn là tên biên chép cho chiêu đạo vương, nay là sứ giả, cũng như bình chương xưa kia là con vua, nay lại là người đầu hàng giặc ".
益稷有慚色,自此我使至不復坐省堂矣.	Từ đấy về sau, sứ ta đến, hắn không còn ngồi ở tỉnh đường nữa.
癸巳九年,[三月以後英宗興隆元年元至元三十年,]春三月,九日,帝禪位于皇太子烇即皇帝位.	Quý tỵ, năm thứ chín, (từ tháng ba trở đi là anh tông hưng long năm thứ nhất, nguyên chí nguyên năm thứ ba mươi).
稱英皇.	Mùa xuân, tháng ba, ngày mồng chín, vua nhường ngôi cho hoàng thái tử thuyên.
尊上皇曰憲堯光聖太上皇帝,保聖皇后為欽慈保聖皇太后.	Lên ngôi hoàng đế, đổi niên hiệu là hưng long năm thứ nhất, đại xá, tự xưng là anh hoàng, tôn thượng hoàng làm hiến nghiêu quang thánh thái thượng hoàng đế, tôn bảo thánh hoàng hậu làm khâm từ bảo thánh hoàng thái hậu.
羣臣上尊號曰應天廣運仁明聖孝皇帝封妃為文德夫人,尋廢.	Quần thần dâng tôn hiệu là ứng thiên quảng vận nhân minh thánh hiếu hoàng đế.
納文德妹為聖.	Phong bà
姿夫人.	Tư phu nhân.
秋九月,十三日,欽慈保聖皇太后崩于龍興府,魯江,權安殯龍興宫.	Mùa thu, tháng chín, ngày mười ba, khâm từ bảo thánh hoàng thái hậu băng ở lỗ giang, phủ long hưng, tạm quàn ở cung long hưng.
太后柔,嘉,聰彗,仁能逮下.	Thái hậu nhu mì đức tốt, thông minh sáng suốt, nhân hậu với kẻ dưới.
太后與妃嬪皆從侍.	Thượng hoàng có lần làm chuồng hổ ở thềm vọng lâu, sai quân sĩ đánh nhau với hổ, ngự trên lầu để xem, thái hậu và phi tần đều theo hầu.
樓卑,圈準皆亦卑,虎忽脱圈攀樓.	Lầu thấp, song chuồng hổ và thềm cũng thấp, hổ bỗng nhiên thoát khỏi chuồng trèo lên lầu.
樓上人皆散走.	Người trên lầu đều tan chạy cả.
上皇與太后獨與,侍女四五人在.	Chỉ có thượng hoàng và thái hậu cùng bốn, năm thị nữ còn ở đó.
太后度不免,即以席遮上皇亦自襨.	Thái hậu nghĩ không khỏi bị hại, mới lấy chiếc chiếu che cho thượng hoàng và tự che mình.
虎登樓便蒼黃[號啸之聲,]跳下無擊攫之患.	Hổ lên lầu gầm rống rồi nhảy xuống không vồ hại ai cả.
上皇又嘗御天安殿觀鬪象於龍墀.	Lại một lần thượng hoàng ngự điện thiên an xem đấu voi ở long trì.
左右皆驚散,惟太后在焉.	Con voi bỗng nhiên xổng thoát, xông tới, định lên điện, tả hữu đều sợ hãi tan chạy cả, chỉ có thái hậu vẫn ở đó.
史臣吳士連曰:虎善攫象善觸,𡸈不為畏且懾乎.	Sử thần ngô sĩ liên nói: hổ hay vồ, voi hay quật, há chẳng đáng khiếp sợ sao.
而太后當奔突跳梁之際心神不動,處之泰然,盖慮定理明也.	Thế mà thái hậu đương lúc chúng lồng lộn xông xáo, tâm thần không dao động, bình tĩnh đối phó vì bà suy nghĩ chín chắn, lý lẽ đã sáng tỏ vậy.
夫以婦人柔婉之,姿而䏻知此北婕妤當熊抑亦無愧.	Kể người đàn bà dáng điệu mềm yếu mà có thể như thế, so với nàng tiệp dư ngày xưa đứng chắn gấu, có lẽ cũng không thẹn gì.
為士大夫者,可不思造乎,慮定理明之域以處事幾之变哉.	Kẻ sĩ đại phu, há chẳng nghĩ làm thế nào đạt đến mức suy nghĩ chín chắn, lý lẽ sáng tỏ, để đối phó với mọi chuyển biến của sự cơ hay sao?
或曰,仁宗之觀摶虎鬪象,太后果賢耶宜諫止之.	Có người nói nhân tông xem đánh hổ, đấu voi, nếu thái hậu quả là người hiền, thì nên can ngăn đi, can mà không nghe, thì cởi trâm hoa dể tạ tội là phải.
今乃從觀之,事至危迫得免為幸何足為賢.	Nay lại đi theo để xem, đến lúc nguy cấp, thoát khỏi tai hoạ là may, sao lại được gọi là hiền?
曰是責難之辝非常情之論也.	Xin thưa: đó là những lời trách quá đáng, không phải là lời bàn thường tình.
占城來貢.	Chiêm thành sang cống.
彗星出于紫微垣扺斗,魁,光芒夬餘凣百日乃滅.	Sao chổi xuất hiện ở vùng sao tử vi, sát tới sao đẩu, sao khôi, tia sáng hơn một thước, đến trăm ngày mới tắt.
元遣兵部尚書梁曾諭帝入見.	Nhà nguyên sai binh bộ thượng thư lương tằng dụ vua vào chầu.
帝辭以疾,遣陶子奇遺以方物.	Vua lấy cớ có bệnh từ chối, sai đào tử kỳ sang tặng phương vật.
