秦始皇帝者，秦庄襄王子也。	Tần Thủy Hoàng đế là con của Tần Trang Tương vương vậy.
二世曰：“吾闻之韩子 曰：‘尧舜采椽不刮，茅茨不翦，饭土塯， 啜土 形， 虽监门之养，不觳於此。 禹凿龙门，通大夏， 决河亭水， 放之海，身自持筑臿， 胫毋毛，臣虏之劳不烈於此矣。’ 凡所 为贵有天下者，得肆意极欲，主重明法，下不敢为非， 以制御海内矣。夫虞、夏之主，贵为天子，亲处穷苦之实，以徇百 姓，尚何於法？朕尊万乘，毋其实，吾欲造千乘之驾，万乘之属，充 吾号名。且先帝起诸侯，兼天下，天下已定，外攘四夷以安边竟， 作宫室以章得意，而君观先帝功业有绪。今朕即位二年之 间，群盗并起，君不能禁，又欲罢先帝之所为，是上毋以报先帝，次 不为朕尽忠力，何以在位？”	Nhị Thế nói: “Ta nghe Hàn Phi Tử nói: vua Nghiêu, Thuấn dùng đòn không gọt, mái tranh không cắt, ăn bát sành, uống chén đất, dẫu người trông cửa ăn uống cũng không đến nỗi thế. Vua Vũ đục Long Môn, thông Đại Hạ, khơi nước ứ đọng ở Hoàng Hà tuôn ra bể, thân cầm cuốc thuổng, chân chẳng còn lông, dẫu bọn tôi tớ tù tội vất vả cũng không đến nỗi thế. Phàm người cao quý có được thiên hạ, được thỏa lòng, tùy thích. Bề trên chú trọng nêu rõ pháp lệnh, kẻ dưới không dám làm sai, vậy mới chế ngự được bốn bể. Vua nhà Ngu, Hạ, tiếng là thiên tử cao sang, mà thực lại ở nơi cùng khổ, xả thân vì trăm họ. Cũng đâu đáng noi theo? Trẫm mang tôn hiệu Vạn thặng, nhưng không có thực, trẫm muốn tạo đoàn xe nghìn cỗ, tùy tòng vạn cỗ, cho đúng tôn hiệu trẫm. Vả lại tiền để khởi nghiệp từ chư hầu, gồm thu thiên hạ, thiên hạ đã định, ngoài dẹp tứ di để yên biên giới, tạo cung thất để tỏ niềm đắc ý, các ngươi đã thấy công nghiệp của tiên để được tiếp nối. Nay trẫm lên ngôi trong vòng hai năm, giặc cướp nổi dậy, 1. 2. (165) các ngươi không cấm được, lại muốn bỏ việc tiên đế đã làm, như vậy trước là không có gì báo đến tiến đế, sau là không tận trung dốc sức vì trẫm, còn giữ chức làm gì?”
下去疾、斯、劫吏， 案责他罪。	Bèn tống Khứ Tật, Lý Tư, Phùng Kiếp xuống cho ngục lại điều tra trị tội.
欣恐，亡去，高使人 捕追不及。	Hân sợ, bỏ trốn, Cao sai người đuổi bắt mà không kịp.
八月己亥， 赵高欲为乱，恐群臣不听，乃先设验，持鹿 献於二世，曰：“马也。”	Ngày Kỷ Hợi tháng Tám, Triệu Cao muốn làm loạn, sợ quần thần không nghe, bèn thử nghiệm trước, cho dắt hươu dâng lên Nhị Thế, nói rằng: “Là ngựa vậy?”
沛公将数万人已屠武关，使人私於高，高恐二世怒，诛 及其身，乃谢病不朝见。	Bái Công cầm mấy vạn người, đã diệt Vũ Quan, sai người nói riêng với Cao. Cao e Nhị Thế nổi giận, giết đến cả mình, bèn cáo bệnh không vào chầu.
卜曰：“泾水为祟。”	Quẻ bói nói rằng: “Sông Kinh tác quái.”
使使责让高以盗贼事。	Đoạn sai sứ trách Cao vì chuyện giặc cướp.
高惧，乃阴 与其婿咸阳令阎乐、其弟赵成谋曰：“上不听谏，今事急，欲归祸於 吾宗。吾欲易置上，更立公子婴。子婴仁俭，百姓皆载其言。”	Cao sợ, bèn ngầm bàn mưu cùng con rể là Diêm Lạc làm quan Lệnh ở Hàm Dương, em trai là Triệu Thành, nói rằng: “Vua không nghe can gián, nay việc gấp, muốn đổ vạ cho nhà ta. Ta muốn thay ngôi vua, đổi lập công tử Anh. Tử Anh nhân ái, tiết kiệm, trăm họ đều vâng lời.”
遣乐将吏卒千馀人至望夷宫殿门，缚卫令仆 射，曰：“贼入此，何不止？”	Cho Diêm Lạc cầm hơn một nghìn người tới cửa điện cung Vọng Di, bắt trói Vệ lệnh và lệnh nói: Bộc xạ, nói: “Giặc vào đây, sao không ngăn?”
卫令曰：“周庐设卒甚谨， 安得贼敢入宫？”	Vệ “Chung quanh bố trí binh lính rất ngặt, giặc nào dám vào cung?”
郎中令与乐俱入， 射上幄坐帏。	Lang trung lệnh và Lạc cùng vào, bắn trúng tấm màn vua ngồi.
二世入内，谓曰：“公何不蚤告我？乃至於此！”	Nhị Thế đi vào trong, nói: “Sao ngươi không sớm báo ta? Để đến nước này?”
宦者 曰：“臣不敢言，故得全。使臣蚤言，皆已诛，安得至今？” 阎乐前 即二世数曰：“足下骄恣， 诛杀无道，天下共畔足下，足下其自 为计。”	Viên quan hoạn nói: “Thần không dám nói, nên được vẹn toàn. Nếu thần nói sớm thì bị giết rồi, đâu sống được đến lúc này? Diêm Lạc tới trước mặt Nhị Thế kể tội, nói: “Túc hạ kiêu ngạo ngang ngược, lạm sát vô đạo, thiên hạ cùng phản tác hạ, túc hạ tự tính xem!”
二世曰：“丞相可得见否？”	Nhị Thế nói: “Thừa tướng có gặp được không?”
乐曰：“不可。”	Lạc nói: “Không được.”
阎乐曰：“臣受命於丞相，为 天下诛足下，足下虽多言，臣不敢报。”	Diêm Lạc nói: “Tôi nhận mệnh từ thừa tướng, vì thiên hạ mà giết túc hạ, túc hạ giẫu nhiều lời, tôi cũng không dám báo lại”.
以黔首葬二世杜南宜春苑中。	Tăng Nhị Thế theo lễ của dân thường trong vườn Nghi Xuân ở Đỗ Nam.
斋五 日，子婴与其子二人谋曰：“丞相高杀二世望夷宫，恐群臣诛之，乃 详以义立我。我闻赵高乃与楚约，灭秦宗室而王关中。 今使我斋见庙，此欲因庙中杀我。我称病不行，丞相必自来，来则杀 之。”	Sau khi trai giới năm ngày, Tử Anh bàn với hai con rằng: “Thừa tướng Cao giết Nhị Thế ở cung Vọng Di, sợ quần thần giết hắn, bèn giả và nhân nghĩa mà lập ta. Ta nghe nói Triệu Cao có giao ước với Sở diệt tôn thất nhà Tần để làm vua ở Quan Trung. Nay sai ta trai giới, tham kiến ở tổ miếu, ấy là muốn nhân khi ở trong miếu để giết ta. Ta cáo bệnh không đi, thừa tướng ắt tự tới. Hắn tới thì ta giết hắn!”
此言劳 民之易为仁也。 乡使二世有庸主之行，而任忠贤，臣主一心而忧海内 之患，缟素而正先帝之过，裂地分民以封功臣之後，建国立君以礼天 下，虚囹圉而免刑戮，除去收帑汙秽之罪，使各反其乡里，发仓廪， 散财币，以振孤独穷困之士，轻赋少事，以佐百姓之急，约法省刑以 持其後，使天下之人皆得自新，更节修行，各慎其身，塞万民之望， 而以威德与天下，天下集矣。 即四海之内，皆讙然各自安乐其处，唯 恐有变，虽有狡猾之民，无离上之心，则不轨之臣无以饰其智，而暴 乱之奸止矣。 二世不行此术，而重之以无道，坏宗庙与民， 更始作阿房宫，繁刑严诛，吏治刻深，赏罚不 当，赋敛无度，天下多事，吏弗能纪，百姓困穷而主弗收恤。	Giả Nghị viết: “Tần thôn tính hơn ba mươi quận của chư hầu Sơn Đông, sửa bến bãi cửa ải, chiếm vùng đất hiểm yếu, chỉnh đốn giáp binh mà trấn giữ. Vậy mà Trần Thiệp cậy có mấy trăm tên lính tán loạn, ẳ vung tay hô lớn, chẳng dùng đến giáo gươm, chỉ có cuốc thuổng gậy gộc, đến nhà nào ăn lương nhà nấy, dọc ngang thiên hạ. Người Tần thì đất hiểm không kịp giữ, cầu bến không kịp đóng, giáo dài không kịp đâm, nỏ mạnh không kịp bắn. Quân Sở vào sâu, đánh Hồng Môn, không hề có rào giậu ngăn trở. Bấy giờ Sơn Đông rối to, chư hầu nổi dậy, hào kiệt vùng lên. Tần sai Chương Hàm cầm quân Đông chinh, Chương Hàm nhân có ba quân đông đúc ở ngoài, ngầm mưu phản nghịch. Bề tôi bất tín có thể thấy ở việc này vậy. Tử Anh lên ngôi, vẫn không tỉnh ngộ. Giả sử Tử Anh có tài của vị chúa tầm thường, được người phò tá bậc trung thì Sơn Đông tuy loạn, đất của Tần vẫn có thể toàn vẹn mà giữ được, việc thờ cúng ở tông miếu cũng chưa đến mức phải đoạn tuyệt như thế. Đất Tần gối núi nhìn sông, lấy làm vững chắc, là nước bốn bề hiểm yếu bao bọc. Từ thời Mục công trở đi, đến thời Tần vương, hơn hai mươi vua, luôn là kẻ mạnh trong chư hầu. Đâu phải đời nào cũng giỏi? Mà là địa thế khiến cho như vậy. Vả lại thiên hạ từng đồng lòng hiệp sức đánh Tần. Vào lúc bấy giờ, người tài hàng loạt, tướng giỏi cầm quân, tôi hiền mưu việc, song lại bị đất hiểm vây khốn, không thể tiến lên. Tần bèn mở cửa ải dẫn địch vào đánh, trăm vạn quân thua chạy về phía bắc, vỡ tan. Đâu phải vũ dũng, trí tuệ không đủ? Mà do hình thế không tiện lợi vậy. Tần gộp ấp nhỏ thành thành to, đóng quân giữ nơi hiểm yếu, đắp lũy cao không ra đánh, đóng cửa ải giữ đất hiểm, vác giáo mà trấn giữ. Chư hầu xuất thân từ hạng sất phu, họp nhau vì lợi, không có phẩm hạnh của đế vương xưa. Họ giao thiệp chưa thân, thuộc hạ chưa thuận, tiếng là diệt Tần mà thực là vì lợi vậy. Họ thấy đất Tần hiểm trở khó phạm, tất nhiên lui quân. Nếu định đất yên dân, đợi địch suy kiệt, thu gom kẻ yếu, nâng đỡ người nghèo, rồi hiệu triệu vua các nước lớn thì không lo không được đắc chí trong bốn biển. Sang làm thiên tử, giàu có thiên hạ, mà thân lại bị bắt, ấy là do cách cứu vãn thế thua sai lầm vậy. Tần vương tự phụ, chẳng hỏi ý ai, để mặc lỗi lầm không sửa. Nhị Thế nhận ngôi, noi theo chẳng khác, bạo ngược khiến vạ thêm nặng. Tử Anh đơn độc không ai thân, lúc nguy nan không ai giúp. Ba vua lú lẫn mà suốt đời không tỉnh, chết chẳng đáng lắm ru? Lúc bấy giờ, trên đời không phải không có người lo sâu nghĩ xa, biết lẽ biến hóa, song sở dĩ không dám tận trung, ngăn lỗi lầm, bởi tục nhà Tần có lắm điều cấm kỵ lời trung chưa thốt khỏi miệng mà thân đã bị giết rồi. Cho nên mới bắt kẻ sĩ trong thiên hạ dỏng tai mà nghe, chắc chân mà đứng, ngậm miệng cho im. Bởi vậy, ba vua để mất đạo, trung thần không dám can, chỉ sĩ không dám bàn, thiên hạ đã rối loạn, không ai tấu vua nghe, chẳng đáng buồn lắm ru? Các vị tiên vương biết việc bưng tai che mắt làm tổn hại đến đất nước, nên đặt ra công, khanh, đại phu, sĩ, để sửa pháp chế, đặt hình luật, khiến thiên hạ yên; lúc mạnh thì ngăn bạo dẹp loạn khiến thiên hạ phục; lúc yếu thì ngũ bá chinh phạt mà chư hầu vẫn theo; lúc nguy thì giữ gìn bên trong mà nương cậy bên ngoài, khiến xã tắc tồn tại. Còn nước Tần, khi thịnh thì pháp luật rườm rà, hình phạt nghiêm khắc khiến thiên hạ sợ; đến khi suy thì khiến trăm họ oán hờn, bốn bể làm phản. Nhà Chu xưa giường mối phải đạo nên trải hơn ngàn năm không dứt. Nhà Tần gốc ngọn mất hết nên không được lâu dài. Từ đó mà coi, nền móng an nguy cách nhau xa lắm. Lời quê có câu: Chớ quên câu chuyện ngày qua, biết đâu mai hậu lại là tấm gương. Bởi vậy người quân tử trị nước, xem chuyện thời xưa, nghiệm vào thời nay, so cùng nhân sự, xét lẽ thịnh suy ngẫm có quyền thế, lấy bỏ chừng mực, thay đổi tùy thời, vậy nên ngày tháng rộng dài, nước nhà yên định. Tần Hiếu công cậy núi Hào Sơn và ải Hàm Cốc kiên cố, giữ đất Ung châu, vua tôi cố thủ mà nhòm ngó nhà Chu, có ý nuốt hết thiên hạ, gồm thu toàn cõi, ôm trọn bốn bể, mang bụng thôn tính tám phương. Lúc bấy giờ, Thương quân phò rập, trong thì thiết lập pháp độ, khuyến khích nông tang, chấn chỉnh võ bị, ngoài thì bày kế liên hoành để đánh chư hầu. Thế là người Tần khoanh tay mà lấy được đất đai từ Tây Hà trở ra phía ngoài. Hiếu công mất đi, Huệ vương, Võ vương nối nghiệp cũ, theo phép xưa, phía nam kiêm tính Hán Trung, phía tây chiếm lĩnh Ba Thục, phía đông cắt lấy đất đai màu mỡ, gồm thu các quận hiểm yếu. Chư hầu sợ hãi, mở hội thể bàn mưu khiến Tần suy yếu, không tiếc của cải châu báu, đất đai phì nhiêu để vời kẻ sĩ trong thiên hạ, hợp tung giao kèo, kết thành một khối. Lúc bấy giờ, Tề có Mạnh Thường, Triệu có Bình Nguyên, Sở có Xuân Thân, Ngụy có Tín Lăng. Bốn ông đều sáng suốt mà thành thật, khoan hậu mà yêu người, tôn hiền trọng sĩ, hẹn hợp tung để phá liên hoành, họp quân các nước Hàn, Ngụy, Yên, Sở, Tề, Triệu, Tống, Vệ, Trung Sơn. Thế rồi kẻ sĩ trong sáu nước có bọn Ninh Việt, Từ Thượng, Tô Tần, Đỗ Hách bày mưu; đám Tề Minh, Chu Tối, Trần Chẩn, Chiêu Hoạt, Lâu Hoãn, Địch Cảnh, Tô Lệ, Nhạc Nghị truyền ý; hội Ngô Khởi, Tôn Tẫn, Đái Đà, Nhi Lương, Vương Liêu, Điền Kỵ, Liêm Pha, Triệu Xa cầm quân. Thường lấy đất rộng gấp mười, quân hàng trăm vạn, gõ cửa đánh Tần. Người Tần mở cửa dẫn địch, quân chín nước chần chừ, trốn chạy, không dám tiến lên. Tần không mất một mũi tên mà chư hầu trong thiên hạ đã khốn đốn. Thế rồi, hợp tung tan vỡ, minh ước phá bỏ, các nước tranh nhau cắt đất dâng Tần. Tần còn dư sức để chế ngự chỗ yếu của chư hầu, đuổi quân tháo chạy, khiến thây nằm trăm vạn, máu chảy trôi khiên. Nước Tần thừa cơ, chi phối thiên hạ, chia cắt núi sông, khiến nước mạnh hàng phục, nước yếu vào chầu. Trải tới Hiếu Văn vương, Trang Tương vương, tuy ở ngôi không lâu mà nước nhà vô sự. Kịp đến Tần vương, nối cơ nghiệp của sáu đời, quất roi lớn thống ngự thiên hạ, nuốt hai Chu tiêu diệt chư hầu, ở ngôi cao khống chế sáu cõi, trút roi vọt trấn áp gầm trời, oai rền bốn bể. Phía nam chiếm đất Bách Việt, đặt làm Quế Lâm, Tượng Quận, khiến vua Bách Việt cúi đầu trói cổ, phó mạng cho đám quan hèn. Lại sai Mông Điềm đắp Trường thành phía bắc mà giữ phên giậu, đuổi Hung Nô lui bảy trăm dặm có dư. Người Hồ không dám xuống phía nam chăn ngựa, kẻ sĩ không dám giương cung báo thù. Thế rồi phế phép tắc của tiên vương, đốt sách vở của trăm nhà, làm ngu trăm họ. Phá thành lớn, giết hào kiệt, thu vũ khí trong thiên hạ gom về Hàm Dương, nấu chảy giáo mác, đúc thành mười hai người đồng, khiến dân đen suy yếu. Sau đó, đục Hoa Sơn làm thành, lấy Hoàng Hà làm bến, cậy thành cao vạn trường, trong vực thẳm khôn lường, coi là vững chắc. Tướng giỏi cung bền, giữ nơi hiểm yếu. Tôi trung lính tốt, soát kẻ vãng lai. Thiên hạ nhờ vậy yên định. Tần vương nghĩ bụng tưởng Quan Trung vững bền, thành đồng ngàn dặm là cơ nghiệp cho con cháu đế vương muôn đời. Tần vương mất đi, dư uy còn vang dội nơi biên viễn. Vậy mà Trần Thiệp, đứa khố rách áo ôm, quê mùa hạ tiện, tên lính thú đi đày, tài năng chẳng được bậc trung, không có hiền đức của Trọng Ni, Mặc Địch, giàu sang của Đào Chu, Y Đốn, đứng chân trong đám quần quèn, trỗi dậy từ hàng lính thú, dẫn toán quân rệu rã, sĩ tốt vài trăm, quay lại đánh Tần, chặt cây làm giáo, dựng trúc làm cờ, thiên hạ ùa về hưởng ứng như mây, vác gạo đi theo như bóng. Hào kiệt Sơn Đông bèn cùng nổi dậy để diệt nhà Tần. Xét lẽ, thiên hạ (nhà Tần) phải đâu nhỏ yếu, đất Ung châu, Hào – Hàm vẫn vững chắc như xưa. Địa vị của Trần Thiệp nào tôn quý bằng vua Tề, Sở, Yên, Triệu, Hàn, Ngụy, Tống, Vệ, Trung Sơn; cuốc thuổng gậy gộc nào sắc hơn đao thương kiếm kích, đám lính đi đày nào sánh được đội quân chín nước; mưu sâu kế lớn, phép dùng binh nào so kịp kẻ sĩ ngày xưa. Vậy mà thẳng thua đổi khác, công nghiệp trái nhau. Thử đem các nước Sơn Đông cùng Trần Thiệp cân đo nặng nhẹ, so lượng sức quyền, thời tiết không thể gồm chung mà bàn luận được. Song nhà Tần cậy mảnh đất cỏn con, cơ quyền nghìn thắng, vời gọi tám châu mà bắt các nước ngang hàng đến chầu, đã trải trăm năm có lẻ. Sau đó coi sáu cõi là nhà, Hào – Hàm là điện, nhưng lại vì một tên dân thường nổi loạn mà bảy miếu sụp đổ, chết trong tay người, bị thiên hạ đàm tiếu, là vì cớ gì? Do nhân nghĩa không thi hành nên thể công thủ đổi khác vậy. Tần thôn tính thiên hạ, gồm thấu chư hầu, trông về phía nam xưng đế, để nuôi dưỡng bốn bể, kẻ sĩ trong thiên hạ hân hoan hướng vọng, được như vậy là vì cớ gì? Đáp rằng: từ thời cận cổ đến nay không có vua đã lâu rồi. Nhà Chu suy vi, ngũ bá dần mất, chính lệnh không thể thi hành trong thiên hạ, bởi vậy chư hầu dùng bạo chính, ỷ mạnh đánh yếu, ỷ đông hiếp cô, binh hỏa không ngừng, quân dân mỏi mệt. Nay Tần trông về phía nam làm vua thiên hạ, như vậy thì trên đã có thiên tử, tức thì dân lành mong được yên tính mạng, không ai không dốc lòng ngưỡng vọng bề trên. Vào lúc bấy giờ, phải giữ uy danh, dựng công nghiệp, gốc của sự an nguy nằm ở chỗ đó. Tần vương mang lòng tham bỉ, theo thói độc tài, không tin công thần, chẳng gần quân sĩ, phế vương đạo mà lập quyền riêng, cấm văn thư mà nghiêm hình pháp, xem trọng vũ lực trí trá mà khinh thường nhân nghĩa, coi bạo ngược là phép đầu trị thiên hạ. Xét lẽ, khi thôn tính thì đề cao binh nhung, trá thuật, lúc yên bình thì coi trọng quyền thế, thời cơ. Ấy là nói cách chiếm và giữ có thuật khác nhau vậy. Tần dứt thời Chiến quốc mà làm vua thiên hạ, song đường lối không thay, chính trị không đổi, thành thử việc chiếm và giữ chẳng khác nhau. Kẻ cô độc mà có thiên hạ, ngày diệt vong ắt chẳng còn xa. Giả sử Tần vương xét việc đời trước, theo vết Ân Chu, chế ngự gầm trời thì về sau tuy có vua chúa hoang dâm cũng chưa phải lo sụp đổ. Bởi vậy tam vương gây dựng thiên hạ đều có danh hiệu đẹp đẽ, công nghiệp lâu dài. Nay Tần Nhị Thế lên ngôi, thiên hạ không ai không rướn cổ ngóng trông chính lệnh. Kẻ rét mặc áo cộc cũng ấm, người đói ăn cám bã cũng ngon, thiên hạ kêu gào là lúc vua mới nên ban ơn huệ. Ấy là nói việc thi hành nhân nghĩa với dân nghèo dễ lắm vậy. Giả sử Nhị Thế có đức hạnh của vị chúa tầm thường, trọng dụng bậc trung lương, chúa tôi một lòng lo việc thiên hạ, cùng mặc áo tang sửa lỗi tiên đế; cắt đất chia dân phong cho con cháu công thần, đặt nước dựng vua đối đãi người trong bốn bể; thả tù ngục, miễn cực hình, bãi bỏ tội liên đới vợ con, khiến ai nấy quay về quê cũ; mở kho đụn, phát bạc tiền, cứu rỗi người nghèo khổ neo đơn; giảm thuế má, bớt lao dịch, giúp đỡ dân nguy nan khốn khó; giản lược hình pháp để giữ về sau, khiến thiên hạ đều tự đổi mới, sửa nết rèn mình, thận trọng bản thân. Đáp ứng nguyện vọng muôn dân, đem uy đức ban cho thiên hạ, thiên hạ sẽ đều quy phụ. Nếu trong bốn bể đều mừng vui, an cư lạc nghiệp, chỉ lo sợ sinh biến, thì dù có hạng dân giảo quyệt cũng không rắp bụng phản vua, bề tôi bất trung cũng khó giấu mưu tiếm nghịch, lũ gian manh bạo loạn cũng dứt hẳn vậy. Nhị Thế không dùng thuật này mà trọng sự vô đạo, hủy hoại tông miếu, muôn dân, dựng lại cung A Phòng, gia tăng hình pháp, cai trị nghiêm nhặt, thưởng phạt bất công, thuế thu vô độ, thiên hạ lẫm việc, quan không thể xử, trăm họ khốn cùng, vua không chân cứu. Sau đó gian tà nổi dậy, trên dưới lẩn tránh, người phải tội đông, đầy đường chém giết, thiên hạ đến khổ. Từ công khanh xuống tới dân chúng, ai nấy đầy bụng lo âu, trong cảnh khốn cùng đều không yên vị, nên dễ động loạn vậy. Vì thế Trần Thiệp không cần tài của Thang – Võ, không mượn thế của công hầu, vung tay ở làng Đại Trạch mà thiên hạ hưởng ứng là do dân bị nguy khốn vậy. Các bậc tiên vương xét sự thay đổi trước sau, biết thấu duyên do còn mất, cho nên phép chăn dân cốt ở việc yên dân mà thôi. Thiên hạ dẫu có kẻ nghịch thần cũng ắt không có người ứng trợ. Bởi vậy có câu: “Dân yên có thể cùng làm việc nghĩa, dân khổ dễ cùng làm việc bậy”, là nói về việc này vậy.
三庶长伏其罪。	Ba người con trưởng ngành thứ phải chịu tội.
葬竘社。	Tảng ở Củ Xã.
葬僖公西。	Táng ở phía tây mộ Hy công.
葬入里。	Táng ở Nhập Lý.
葬宜春。	Táng ở Nghi Xuân.
始皇既殁，胡亥极愚，郦山未毕，复作阿房，以遂前策。 云“凡 所为贵有天下者，肆意极欲，大臣至欲罢先君所为”。 诛斯、去疾， 任用赵高。 痛哉言乎！	Thủy Hoàng đã chết, Hồ Hợi cực ngu, Ly Sơn dang dở, lại dựng A Phòng, hoàn tất việc xưa.
郑伯茅旌鸾刀，严王 退舍。 河决不可复壅，鱼烂不 可复全。 贾谊、司马迁 曰：“向使婴有庸主之才，仅得中佐，山东虽乱，秦之地可全而有， 宗庙之祀未当绝也。” 秦之积衰，天下土崩瓦解， 虽有周旦之材，无所复陈其巧，而以责一日之 孤，误哉！	Nhà Tần suy yếu lâu ngày, thiên hạ như đất long ngói lở, dẫu có tài của Chu Đán, cũng không thể phô bày, vậy mà trách đứa con côi ở ngôi một ngày, rõ là lầm lẫn!
王曰：“去‘泰’，著‘皇’，采上 古‘帝’位号，号曰‘皇帝’。他如议。”	. Tần vương nói: “Bỏ chữ Thái, giữ chữ Hoàng, dùng vị hiệu Đế thời thượng cổ, gọi là Hoàng Đế. Ngoài ra như lời bàn.”
诸庙及章台、上林皆在渭南。	Các ngôi tông miếu, vườn Chương Đài, Từng Thượng Lâm đều đặt ở phía nam sông Vị.
治道运行，诸 产得宜，皆有法式。 大义休明，垂于後世，顺承勿革。 皇帝躬圣，既 平天下，不懈於治。 夙兴夜寐，建设长利，专隆教 诲。	Tể đất ở Lương Phụ, khắc chữ lên bia đá được dựng, văn bia viết: “Hoàng đế lên ngôi, đặt rõ pháp chế, bề tôi tu sức. Năm hai mươi lẻ sáu, mới gom thiên hạ, khắp nơi thần phục, tuần sát trăm họ phương xa, lên Thái Sơn này, nhìn khắp đông cực. Tụng thần nhớ chuyện, sự nghiệp nguồn cơn, ca tụng công đức. Trị đạo vận hành, mọi điều chừng mực, đều có phép tắc. Nghĩa lớn soi tỏ, lưu truyền đời sau, noi theo chở khác. Hoàng đế thanh minh, định yên thiên hạ, trị vì chẳng trễ. Dậy sớm thức khuya, mưu lợi lâu dài, chuyên tâm dạy dỗ, Kinh điển giảng truyền, xa gần đều rõ, tuân theo thánh ý. Sang hèn phân minh, gái trai thuận lễ, thận trọng chức phận. Ngăn rõ trong ngoài, nơi nơi sạch sẽ, truyền cho hậu thế, giáo hóa vô cùng, di chiếu ghi lòng, lời răn mãi nhớ?”
其辞曰： 遂兴师旅，诛戮无道，为逆灭息。 武殄暴逆，文复无罪， 庶心咸服。 惠论功劳，赏及牛马，恩肥土域。 皇 帝奋威，德并诸侯，初一泰平。	Văn bia viết: “Huy động quân lữ, diệt trừ vô đạo, giết sạch phản nghịch. Võ ngừa bạo ngược, văn ngắn vô tội, lòng dân đều phục. Luận bàn công lao, thưởng đến trâu ngựa, ơn khắp đất nước. Hoàng đế ra oai, sáp nhập chư hầu, mới vừa thống nhất. Phá hủy thành quách, khơi thông để điều, san bằng hiểm trở. Thế đất đã định, dân khỏi lao dịch, thiên hạ mừng rỡ. Trai vui đồng áng, gái đảm việc nhà, mọi điều trật tự, an đến muôn nghề, vui trồng ruộng mạch, ở đâu yên đó. Quần thần ngợi ca, xin tạc bia này, truyền làm quy củ.”
书已封，在中车府令赵高行符玺 事所，未授使者。	Thư đã niêm phong, để ở nơi coi giữ ấn tín trong phủ Trung Xa do Triệu Cao cai quản, chưa trao cho sứ giả.
群臣皆顿首言曰：“古者天子七庙，诸侯五，大夫三，虽万世世 不轶毁。今始皇为极庙，四海之内皆献贡职，增牺 牲，礼咸备，毋以加。先王庙或在西雍， 或在咸阳。天子仪当独奉酌 祠始皇庙。自襄公已下轶毁。所置凡七庙。群臣以礼进祠，以尊始皇 庙为帝者祖庙。皇帝复自称‘朕’。”	Quần thần đều dập đầu nói rằng: “Xưa kia thiên tử có bảy miếu, chư hầu năm miếu, đại phu ba miếu, dù trải qua muôn đời sống không phế bỏ, Nay Thủy Hoàng đế làm Cực miếu, khắp trong bốn bể đều dâng đồ cống, tăng các vật tế, nghi lễ đủ đầy, chở thêm nữa. Miếu tiên vương có ngôi ở Tây Ung, có ngôi ở Hàm Dương. Thiên tử theo nghi lễ chỉ nên dâng rượu ở miếu Thủy Hoàng. Từ Tương công trở xuống thì bỏ”. Đặt cả thảy bảy miếu. Quần thần theo lễ vào cúng, suy tôn miếu Thủy Hoàng làm miếu tổ của đế vương.
二世笑曰：“丞相误邪？谓鹿为马。”	Nhị Thế cười nói: “Thừa tướng nhầm chăng? Bảo hươu là ngựa” đoạn hỏi người xung quanh.
後群臣皆畏高。	Về sau quần thần đều sợ Cao.
高使人请子婴数辈，子婴不行，高果自往，曰：“宗庙重事， 王柰何不行？”	Cao sai người tới mời Tử Anh mấy lần, Tử Anh không đi. Cao quả nhiên tự đến, nói rằng: “Tông miếu là việc trọng đại, sao vương không tới?”
一法度衡石丈尺。	Thống nhất pháp chế và đơn vị đo lường thạch, trường, thước.
