高祖， 沛丰邑中阳里人，姓刘氏， 字季。	Cao tổ là người làng Trung Dương, ấp Phong, huyện Bái, họ Lưu, tên chữ là Quý.
汉王从其计，出军宛叶间， 与黥布行收兵。	Hán vương theo kế này, xuất quân ở vùng Uyển, Diệp, cùng Kình Bố chiêu binh trên đường.
项羽闻汉王在宛，果引兵南。	Hạng Vũ nghe tin Hán vương ở đất Uyển, quả nhiên dẫn quân xuống phía nam.
是时彭越渡睢 水，与项声、薛公战下邳，彭越大破楚军。	Lúc ấy Bành Việt vượt sông Tuy Thủy, cùng với Hạng Thanh, Tiết công đánh nhau ở Hạ Bì, Bành Việt đại phá quân Sở.
项羽乃引兵东击彭越。	Hạng Vũ bèn đem quân về phía đông đánh Bành Việt.
汉 王亦引兵北军成皋。	Hán vương cũng đem quân lên phía bắc đóng ở Thành Cao.
项羽已破走彭越，闻汉王复军成皋，乃复引兵 西，拔荥阳，诛周苛、枞公，而虏韩王信，遂围成皋。	Hạng Vũ đã đánh tan, đuổi Bành Việt, nghe tin Hán vương lại đóng quân ở Thành Cao, bèn lần nữa dẫn quân trở về phía tây, nhổ thành Huỳnh Dương, giết Chu Hà, Tung Công, rồi bắt Hàn vương Tín, đoạn vây Thành Cao.
乃使张耳北益收兵赵地，使韩信东击齐。	Bèn sai Trương Nhĩ lên phía bắc tăng cường chiêu binh ở đất Triệu, sai Hàn Tín tiến về phía đông đánh Tề.
淮阴已受命东，未渡平原。	Hoài Âm hầu đã nhận lệnh đông tiến, chưa vượt sông ở Bình Nguyên.
汉王使郦生往说齐王田广，广叛楚， 与汉和，共击项羽。	Hán vương sai Lịch Sinh tới thuyết phục Tề vương Điền Quảng, Quảng phản Sở, hòa với Hán, cùng đánh Hạng Vũ.
齐王烹郦生，东走高 密。	Tề vương cho luộc Lịch Sinh, rồi chạy về đông tới Cao Mật.
项羽闻韩信已举河北兵破齐、赵，且欲击楚，则使龙且、周兰 往击之。	Hạng Vũ nghe tin Hàn Tín đã cất quân ở phía bắc Hoàng Hà đánh phá quân Tề, Triệu, lại còn muốn đánh Sở, bèn sai Long Thư, Chu Lan tới đánh.
汉果数挑楚军， 楚军不出，使人辱之五六日，大司马怒，度兵汜水。	Quả nhiên quân Hán mấy lần khiêu khích quân Sở, quân Sở không ra, sai người sỉ nhục năm sau ngày, Đại tư mã nổi giận, đem quân vượt sông Dĩ.
士卒半渡，汉击之，大破楚军，尽得楚国金玉货赂。	Binh lính vượt được nửa đường, quân Hán ra đánh, đại phá quân Sở, chiếm hết vàng ngọc của cải của nước Sở.
项羽至睢阳，闻海春侯破，乃引兵还。	Hạng Vũ tới Tuy Dương, nghe nói Hải Xuân hầu vỡ trận, bèn đem quân trở về.
汉军方围锺离眛於荥阳东，项羽至，尽走险阻。	Quân Hán vừa vây Chung Ly Muội phía đông Huỳnh Dương, Hạng Vũ tới, liền chạy hết vào vùng hiểm trở.
项羽闻龙且军破，则恐，使盱台人武涉往说韩信。	Hạng Vũ nghe tin quận Long Thư thua, đâm lo, liền sai người Hu Thai là Vũ Thiệp tới thuyết phục Hàn Tín.
汉王项羽相与临广 武之间而语。	Hán vương và Hạng Vũ cùng nhau tới trước khe Quảng Vũ nói chuyện.
项羽欲与汉王独身挑战。	Hạng Vũ muốn khiêu chiến riêng với Hán vương.
汉王出行军，病甚， 因驰入成皋。	Hán vương đi thị sát quân đội, bệnh nặng thêm, phải chạy vào Thành Cao.
病愈，西入关，至栎阳，存问父老，置酒，枭故塞王欣头栎阳 市。	Khỏi bệnh, Hán vương tiến về tây vào Quan Trung, tới Lịch Dương, thăm hỏi phụ lão, bày rượu, bêu đầu Tái vương Hân trước đây ở chợ.
项羽解而东归。 汉王欲引而西归，用留侯、陈平计，乃进兵追项 羽，至阳夏南止军，与齐王信、建成侯彭越期会而击楚军。	Hán vương muốn đem quân về tây, song dùng kế của Lưu hầu, Trần Bình, bèn tiến quân đuổi đánh Hạng Vũ, đến phía nam Dương Hạ mới dừng quân, cùng Tề vương Tín, Kiến Thành hầu Bành Việt định ngày họp lại cùng đánh quân Sở.
淮阴先合，不利，卻。	Hoài Âm hầu đánh trước, bất lợi, liền rút.
使骑将灌 婴追杀项羽东城，斩首八万，遂略定楚地。	Sai kỵ tướng Quán Anh truy sát Hạng Vũ ở Đông Thành, chém tám vạn thủ cấp, rồi bình định đất Sở.
还至定陶，驰入齐王壁，夺其军。	Về tới Định Đào, xông vào chiến lũy của Tề vương, tước lấy quân Tề.
立建成侯彭越为梁王，都定陶。	Lập Kiến Thành hầu Bành Việt làm Lương Vương, đóng đô ở Định Đào.
高祖自将击之，得燕王臧荼。 即 立太尉卢绾为燕王。	Cao tổ đích thân cầm quân đánh, bắt được Yên vương Tang Đồ, lập tức lập Thái úy Lư Oản làm Yên vương.
其秋，利几反， 高祖自将兵击之，利几走。	Mùa thu năm ấy, Lợi Cơ làm phản, Cao tổ đích thân cầm quân đánh hắn, Lợi Cơ bỏ chạy.
七年，匈奴攻韩王信马邑， 信因与谋反太原。	Năm thứ bảy, Hung Nô đánh Hàn vương Tín ở Mã Ấp, Tín nhân đó mưu phản ở Thái Nguyên.
匈奴围我平城，七日而後罢 去。	Hung Nô vây ở Bình Thành, bảy ngày sau mới rút.
是岁， 徙贵族楚昭、屈、景、怀、齐田氏关中。	Năm ấy, dời quý tộc các họ Chiêu, Khuất, Cảnh, Hoài nước Sở và họ Điền nước Tề về Quan Trung.
八月，赵相国陈豨反代地。	Tháng Tám, tướng quốc nước Triệu là Trần Hy làm phản ở đất Đại.
汉使将军郭蒙与齐将击，大破之。	Hán sai tướng quân Quách Mông cùng tướng Tề đánh, phá tan tành.
秋七月，淮南王黥布反，东并荆王刘贾地，北渡淮，楚王交走入 薛。	Mùa thu tháng Bảy, Hoài Nam vương Kình Bố làm phản, tiến về phía đông thôn tính đất của Kinh vương Lưu Giả, lên phía bắc vượt sông Hoài. Sở Vương Giao chạy vào đất Tiết.
汉将别击布军洮水南北，皆大 破之，追得斩布鄱阳。	Tướng Hán chia đánh quân của Kình Bố ở hai bờ nam bắc sông Thao Thủy, đều đánh tan tành, đuổi theo chém được Kình Bố ở Phiên Dương.
陈豨降将言豨反时，燕王卢绾使人之豨所，与阴 谋。	Hàng tướng của Trần Hy kể khi Hy làm phản, Yên vương Lư Oản sai người tới chỗ Hy cùng bày âm mưu.
上使辟阳侯迎绾， 绾称病。	Vua sai Tích Dương hầu đón Oản, Oản cáo bệnh.
因张良遂略韩地轘辕。	Nhờ Trương Lương giúp đánh lấy đất Hoàn viên của nước Hàn.
欲止宫休舍，樊哙、 张良谏，乃封秦重宝财物府库，还军霸上。	Bái công muốn dừng ở cung ngơi nghỉ, Phàn Khoái và Trương Lương can, bèn niêm phong kho đụn, tài sản, vật báu của Tần, quay về đóng quân ở Bá Thượng.
封 梅鋗十万户。	Phong cho Mai Quyên mười vạn hộ.
韩信用蒯通计，遂袭破齐。	Hàn Tín dùng kế của Khoái Thông, đánh úp Tề.
十一年，高祖在邯郸诛豨等未毕，豨将侯敞将万馀人游行，王黄 军曲逆，张春渡河 击聊城。	Năm thứ mười một, Cao tổ ở Hàm Đan giết bọn Hy vẫn chưa xong, tướng của Hy là Hầu Xưởng cầm hơn vạn quân đánh nhiễu, Vương Hoàng đóng quân ở Khúc Nghịch, Trường Xuân vượt Hoàng Hà đánh Liêu Thành.
秦王子婴素车白马，系颈以组，封皇帝玺符 节， 降轵道旁。	Tần vương là Tử Anh ngồi xe mộc, ngựa trắng, trói cổ bằng dây, niêm phong ấn phù, cờ tiết, đầu hàng ở bên đình Chỉ Đạo.
更名废丘为槐 里。	Đổi tên Phế Khưu thành Hòe Lý.
项羽数侵夺汉甬道，汉军乏食，遂 围汉王。	Hạng Vũ mấy lần xâm chiếm đường ống của Hán, quân Hán thiếu lương, bèn vây Hán vương.
郎中郑忠乃说止汉王，使高垒深堑，勿与战。	Lang trung Trịnh Trung bèn khuyên can Hán vương phải đắp lũy cho cao, đào hào cho sâu, chở giao chiến.
汉王病创卧，张良彊请汉王起行劳军，以安士 卒，毋令楚乘胜於汉。	Hán vương ốm nằm giường, Trương Lương gắng xin Hán vương dậy đi úy lạo ba quân, để yên lòng binh sĩ, không cho Sở thừa cơ thắng Hán.
用张良计，於 是韩信、彭越皆往。	Dùng kế của Trương Lương, nên Hàn Tín, Bành Việt đều tới.
怀王柱国共敖为临江王， 都江陵。	Trụ quốc của Hoài vương là Cung Ngao làm Lâm Giang vương, đóng đô ở Giang Lăng.
太尉周勃 道 太原入，定代地。	Thái úy Chu Bột đi từ đường Thái Nguyên vào bình định đất Đại.
四月甲辰，高祖崩长乐宫。	Ngày Giáp Thìn, tháng Tư, Cao tổ băng ở cung Trường Lạc.
高帝八男：长庶齐悼惠王肥；次孝惠，吕后子；次戚夫人子赵隐 王如意；次代王恆，已立为孝文帝，薄太后子；次梁王恢，吕太后时 徙为赵共王；次淮阳王友，吕太后时徙为赵幽王；次淮南厉王长；次 燕王建。	Cao để có tám con trai: Con cả là Tề Điệu Huệ vương Phì, con của bà thứ; con thứ hai là Hiếu Huệ, con của Lã hậu; thứ đến là Triệu Ẩn vương Như Ý, con của Thích phu nhân; thứ nữa là Đại vương Hằng, sau lập làm Hiếu Văn đế, con của Bạc thái hậu; thứ nữa là Lương Vương Khôi, thời Lã thái hậu bị dời đi làm Triệu Cung vương; thứ nữa là Hoài Dương Vương Hữu, thời Lã thái hậu bị dời đi làm Triệu U vương; thứ nữa là Hoài Nam Lệ vương Trường; thứ nữa là Yên vương Kiến.
封成安君陈馀河间三县，居南皮。	Phong cho Thành An quân Trần Dư ba huyện quanh Hoàng Hà, đóng ở Nam Bì.
去辄烧绝栈道， 以备诸侯盗兵袭之，亦示项羽无东意。	Đi khỏi nơi nào liền phá hủy đường sạn đạo ở đó, để phòng quân chư hầu đánh úp, cũng để tỏ với Hạng Vũ rằng không có ý trở về đông.
齐 予陈馀兵，击破常山王张耳，张耳亡归汉。	Tề cho Trần Dư quân, đánh bại Thường Sơn vương Trương Nhi, Trương Nhĩ trốn về Hán.
汉王跳， 独与滕 公共车出成皋玉门， 北渡河，驰宿脩武。 自称使者，晨驰入张耳、韩 信壁，而夺之军。	Hán vương bỏ chạy, một mình với Đẳng Công chung xe ra khỏi Ngọc môn ở Thành Cao, lên phía bắc vượt Hoàng Hà, chạy tới nghỉ đêm ở Tu Vũ, tự xưng là sứ giả của Hán vương, sáng sớm ruổi ngựa vào quân doanh của Trương Nhĩ, Hàn Tín, đoạt quyền chỉ huy.
汉王得韩 信军，则复振。 引兵临河，南飨军小脩武南， 欲复战。	Hán vương được quân của Hàn Tín liền chấn chỉnh lại, đem quân tới Hoàng Hà, đi về phía nam, khao quân ở phía nam Tiểu Tu Vũ, định đánh tiếp.
齐王广饹彭越。	Tề vương Quảng chạy về với Bành Việt.
大司 马咎、长史欣皆自刭汜水上。	Đại tư mã Cữu, Trưởng sử Hân đều tự cắt cổ trên sông Dĩ.
乃遣张良操印绶立韩信为齐王。	Bàn phái Trương Lương mang ấn thao, lập Hàn Tín làm Tề vương.
项羽大 怒，伏弩射中汉王。	Hạng Vũ cả giận, cung thủ phục sẵn bắn trúng Hán vương.
项羽数击彭越等，齐王信又进击楚。	Hạng Vũ mấy bận đánh bọn Bành Việt, Tề vương Tín lại tiến đánh Sở.
遂以 鲁公号葬项羽穀城。	Thế rồi dùng phong hiệu Lễ công táng Hạng Vũ ở Cốc Thành.
徙衡山王吴芮为长沙王，都临湘。	Đổi Hành Sơn vương Ngô Nhuế làm Trường Sa vương, đóng đô ở Lâm Tương.
乃论 功，与诸列侯剖符行封。	Thế rồi xét công, cùng các liệt hầu chẻ phù phong đất.
徙韩王信太原。	Dời Hàn vương Tín tới Thái Nguyên.
春，淮阴侯韩信谋反关中，夷三族。	Mùa xuân, Hoài Âm hầu Hàn Tín mưu phản ở Quan Trung, tru di tam tộc.
三王之道若循 环，终而复始。	Đạo của tam vương tựa như xoay vần, hết rồi trở lại.
随何往说九江王布，布果背 楚。	Tùy Hà tới thuyết phục Cửu Giang vương Bố, bố quả nhiên phản Sở.
楚汉久相持未决，丁壮苦军旅，老弱罢转饟。	Sở Hán giằng co lâu ngày chưa ngã ngũ, trai tráng khổ vì chinh chiến, già yếu nhọc vì chuyển lương.
萧丞相营作未央宫， 立东阙、北阙、 前殿、武库、太 仓。	Tiêu thừa tướng xây cung Vị Ương, dựng xong cửa Đông, cửa Bắc, Tiền điện, kho vũ khí, kho lương thực.
赦栎阳囚。	Xá tội tù nhân ở Lịch Dương.
夏，梁王彭越谋反，废迁蜀；复欲反，遂夷三族。	Mùa hạ, Lương Vương Bành Việt mưu phản, phế tước vương, đày vào đất Thục, lại muốn phản, bèn tru di tam tộc.
酒酣，高祖击 筑， 自为歌诗曰：“大风起兮云飞扬，威加海内兮归故乡， 安得猛士兮守四方！”	Rượu say, Cao tổ gõ đàn trúc, tự làm bài ca, hát rằng: “Gió lớn nổi hề mây giăng ngang. Oai rên khắp cõi hề về cố hương. Sao được mãnh tướng hề giữ bốn phương.”
卢绾与数千骑居塞下候伺，幸上病愈自入谢。	Lư Oản cùng mấy ngàn kỵ binh đóng ở biên ải, đợi vua bớt ốm tự vào tạ tội.
丙寅，葬。	Ngày Bính Dần, chôn cất.
秦政不改，反酷刑法，岂不 缪乎？	Nhà Tần không sửa sang chính trị, lại dùng hình pháp tàn khốc, chẳng phải sai lầm ư?
