ID,Image Box,Chinese Ocr,Chinese Txt,vntext,vntran
SSID-13717981_紅樓夢_繡像仿宋完整本_第3冊_003_011,"[[634, 1986], [641, 96], [683, 97], [676, 1988]]",柳嬸子去罷再不來可就誤了柳家的聽了不顧和那小廝說話忙推門進去笑說不必忙我來了一面來至府房雖有幾個同伴的人他,"柳栁铆鉚枊梆泖䩕聊槨, 嬸婶婚嬉媋妳好婿嫆旛, 子孑字于了予孓乎学亍, 去云共宏法丢会玄若芸, 罷器罪羅踞羆锯巽酲罟, 再雨冉丙苒两百兩更爯, 不下木万水小茶本十子, 來来@未家求交瘀東廠, 可司阿河同问呵句何日, 就@統㠇款說稅執勍, 誤謾娛謨淏譔误鋘謑謁, 了子丫ア丁阝？不卩可, 柳聊铆抑鉚珋泖枊䩕栁, 家京宗室国字定國宣富, 的约約豹纳钓妁趵酌韵, 聽聴聼廳醺醢德票殖蔣, 了丁子可丫万ア刀辽運, 不水木万下小大本太术, 顧顱顯願顕銷鬬嶺顳頭, 和利初种租私知稅種秘, 那邦永郡郑邪哪别郏䢷, 小不忄水十木卟心朩尔, 廝厮斯所麻廊断廟际澌, 說説说銳帨梲視脫稅朗, 話话活語銛餂諸咶詬蛞, 忙情忋怡恰恪恬怪快忆, 推拴搶指捐拾捨抱相揜, 門鬥明間”内阿门問所, 進淮準谁推谯准逢道匯, 去云夫丟法丢大玄共吉, 笑芙竿实昊美矣宎关笄, 說説論銳晚覬就詵諭諛, 不下小木万水十本子X, 必心宓义苾泌咇佖祕受, 忙杧牤虻悦忋忏恾忪怔, 我利租栽治到者浅稍线, 來来交爽冰未水求率卒, 了子丁可字7学守厅宇, 一二三十-（_八）〇, 面百而直画南闻通圗道, 來来爽求交卒东乘未率, 至全圣经坙室到生邹囶, 府廚厨麻底廊癣店廳廯, 房居旁虏芳髣所务膀苈, 雖難蝨雎雝睢鸀羅鞋雠, 有省首宥行看育自者友, 幾锁缨雞鷄継类徴鄕缕, 個国侗倜信同伺佃偏悃, 同司间周问伺局词河問, 伴件律佳代体伸待传袢, 的约酌鵮菂昀日敀盷約, 人大入/太天夫八久一, 他地池彵吔訑阤仙弛牠","- Đồ khỉ con, đi gọi ngay thím Liễu mày về đây, nếu không thì nhỡ việc đấy. Thím Liễu không nói chuyện với đứa bé nữa, vội đẩy cửa đi vào, cười nói: - Vội gì thế, tôi đã về đây.","Thím Liễu nghe vậy, không kịp nói thêm với đứa bé, vội vã đẩy cửa bước vào, vừa cười vừa nói: ""Có gì mà vội thế, tôi đã đến rồi đây."""
SSID-13717981_紅樓夢_繡像仿宋完整本_第3冊_003_012,"[[576, 1981], [585, 94], [627, 96], [619, 1982]]",們都不敢自專單等他來調停分派一面問衆人五丁頭那裏去了衆人都說綿往茶房裏找他的姐妹去了柳家的聽了便將茯芩霜擱,"們門假鬥酒捫们俨何價, 都鄀嘟鄱者部郡鄑@斱, 不水木下术本小万丌才, 敢散勒勤童載勣敬叢憨, 自直白百有首宜耳目盲, 專専事裏享奪尃惠粤寿, 單軍覃草障章闡革圍輩, 等竽筝竿羊花簿筹䓁筆, 他地池佛她佗仙阤施沲, 來来交密东巫家夾麥李, 調调誠諷鲷绸天謂誡綢, 停婷亭楟渟嵉揨信序傳, 分份汾吩公芬今介务兮, 派波渡源涙涯泒汳滅沃, 一二十三八之-人）1, 面而百画囬湎回闻酉直, 問間門周间商聘陶尚牌, 衆眾聚米散業教家苑我, 人入天/大X民〈又尺, 五玉王三天工主互正土, 丁了丫ˇxYy加V等, 頭豉顚或頊顫顕顗顏㪷, 那郡邦永邪哪非頺規郏, 裏事真美惠宾裹实更高, 去法会云共告丢玄宏吉, 了丁子丫字@?十鴐7, 衆聚眾衰最泉豪景漿步, 人大入/太天久夫春从, 都鄱者部鄑覩@殾郡鄀, 說銳説讃说覬帨餠睨脫, 綿終纔線約綠綯绵繪穆, 往住荏谷佳柱茌行徃仕, 茶荼荣英不荃芥荟苏芬, 房居所厉虏髣旁膀属昘, 裏美英真其买菓裹奥具, 找我戟㦸栈牫戕戌拽伐, 他化地池代也她驰仙彵, 的约約妁韵钓故始酌豹, 姐爼妲娌組组泪殂狙俎, 妹妺姝姀味婊娕媒妋未, 去云丢法宏玄丟共会芸, 了可子厅行心订好辽门, 柳栁铆鉚枊聊珋椥楖禆, 家宗国室定实宝宣國成, 的约約妁豹钓旳昀菂鵮, 聽廳聼德穗聴磚殖聘塘, 了子丁丫耳J字孑万3, 便使更哽埂梗要硬挭伊, 將将鄕奬牌牁蔣縣脟鹃, 茯获英䒫茷花涋挟荏萸, 芩本苓次茶大塔冷公岑, 霜箱宿雅福看省租酒指, 擱搁摘捆撊描撋播摺攖","Trong bếp cũng có mấy người cùng làm, nhưng họ không dám tự tiện, cứ phải đợi thím về đề cắt đặt. Thím Liễu hỏi: - Con Năm đi đâu? Mọi người đều nói: - Nó vừa sang phòng trà tìm chị em.","Mọi người trong bếp đều không dám tự ý quyết định, đợi Liễu thẩm về mới dám phân công. Thẩm Liễu vừa đến liền hỏi: ""Con Năm đâu rồi?"". Mọi người đáp: ""Nó sang phòng trà tìm các chị em rồi."""
SSID-13717981_紅樓夢_繡像仿宋完整本_第3冊_003_013,"[[518, 1982], [528, 93], [576, 94], [564, 1984]]",起且按者房頭分派茶饌忽見迎春房裏小了頭道花兒走來說司棋姐姐說要碗鷄蛋燉得嫩嫩的柳家的道就是道一樣兒单貴不知,"起赶超耗越者趕走趄老, 且月目用苴耳三沮坥互, 按桉接銨安挼垵铵姲峖, 者着若著看老春新精省, 房居所昘芳男厉旁虏髣, 頭頤豉毭顫㪷頸顏頊顚, 分份吩汾合兮全务今玢, 派浱哌源振旅挀浓浪泥, 茶荣菜莱榮英棻茱柔菓, 饌鎭创餿銀馔饋頜饃餌, 忽勿怱然唿烈惣多忿绍, 見见兒旯兄息易貝克冕, 迎抑珋仰鉚逈迥铆迫枊, 春寿看泰者眷呑香吞雅, 房居男务所昘厉芳旁髣, 裏裹夏奧裛真奥菓具募, 小忄水本十木生尐八卟, 了丫Y丁子V@rx, 頭顫豉或頋顕顛㪷毭顗, 道蓮遵遒違導草章莲運, 花龙在北找衣兆芘布化, 兒皃見鬼舁完帠兄𠒇與, 走疌是未老歨差者击捷, 來来东交求未木灰本率, 說説設就諭論说謝脫謂, 司同可言問苛日目习引, 棋其樓共楼旗騏椇琪相, 姐妲组組爼娌泪殂蛆岨, 姐爼妲殂泪娊相妦組娸, 說説謝諭訓論謂銳讃誰, 要娶喓㙘耍項楆妻婯瓔, 碗琬豌婉碳硫砣碇踠腕, 鷄鶏羯幾類肄穎拜鴹囏, 蛋疍届番胥蚤蜀强蚕蜜, 燉燩燬嬓鐓燭焮嫩斂煬, 得待德徥徖微徨後律禓, 嫩婌娺嬓婸媾嫐嫹娲媰, 嫩城婌娜撇娵姵娀娍嫐, 的礐鞶臷僘ポ鋊俷, 柳铆泖聊鉚珋抑视椰襖, 家象国室榢傢蒙实宝依, 的约敀嵵蚹皠瞲皕鵮約, 道逍渞遁适這嵿遒適巔, 就新勍市社意利親勅店, 是昃提足基臰畏堤品昊, 道這追逭遣進造谊遠龍, 一二八三十1冖-同停, 樣様样榇槏檨鹺楺棣美, 兒舁與甲免奥印卵兜興, 单軍尊經草年三车就旣, 貴贵责黄責青贯量景费, 不环坏木休水小下杯怀, 知如和加幻叙短匆郑钿",Chợt thấy Liên Hoa là hầu nhỏ ở buồng Nghênh Xuân đến nói: - Chị Tư Kỳ bảo muốn ăn trứng gà luộc lòng đào.,"Vừa lúc đó, Liên Hoa, một a hoàn ở phòng Nghênh Xuân, đến báo rằng Tư Kỳ muốn ăn trứng gà luộc lòng đào."
SSID-13717981_紅樓夢_繡像仿宋完整本_第3冊_003_014,"[[470, 1988], [475, 93], [517, 94], [513, 1989]]",怎麽今年鷄蛋短的很十個錢一個還找不出來昨曰上頭給親戚家送粥米去四五個買辦出去好容易纔湊了二千個來我那厦找去,"怎想怠悹息恁念态憄忢, 麽麼所城摩國域麻磨国, 今企合A山金会吟人令, 年正丰华手车羊军民平, 鷄建鶏鹅肄難囏類鵝知, 蛋疍虿呄胥届歪告沓否, 短知矩与每海恒炬如弟, 的㘘逿𪫮顪褋ポ瓃䧁, 很狠狼飨根银須銀报䓳, 十士一+人八土二大亠, 個倜调侗锢週涸錮恁同, 錢鎡鈸鐵鎊銭銻錄籖鍍, 一二三_十八人〇1亠, 個锢固涸錮同侗悃回國, 還環遣遷遌擐遺這𫍽薳, 找我㦸戟栈拽牫戌战拉, 不下木水万小大本术石, 出土山生光士上业步米, 來来夾卒亦交爽水文巫, 昨非雅胎砟北即時始形, 曰日口百白目石面门月, 上主土十正止生王三方, 頭頊顕明顫顗鴠顉鲠, 給結紛紿綸綜綌組给維, 親新耕瀙隷栽款覯潮薪, 戚威廒厫展康服叞慼彫, 家实宗蒙象字宣國室豪, 送浂眹关栚朕误咲烪诺, 粥弟第帝弗弰光彅弼萧, 米来采光兴果@釆*半, 去丢云宏共法丟夫玄会, 四西八二國泗〇匹工酉, 五王工玉三互正万亚豆, 個锢倜錮固涸侗调低周, 買賈貫貿賀贸黄貝贾；, 辦辨掰辫辧排翀州那游, 出串山品事步光雷比北, 去法共云宏告县大玄夫, 好妤虸耔妈仔紓妇吇杍, 容客空溶蓉零农家窆突, 易昜場具身見湯期動场, 纔總終維縐緣緒經縷緫, 湊凑法渎腠溱揍凌楱淒, 了子丁字7丫学可厅国, 二三一五工=州@示主, 千子干于手平乎开升十, 個调倜惆同烟酒锢明国, 來交来家东密玄卒文率, 我利栽找载涐者主渽浅, 那邦哪鄂邪郡翔邻鄕郑, 厦裏真复宴展福具裹基, 找我战戟哉拭载鈛栈拢, 去云法玄丢土祛击夫抾","- Thứ ấy đắt lắm, không biết vì sao năm nay hiếm trứng gà thế! Mười đồng một quả trứng cũng không mua được. Hôm nọ ở nhà trên muốn cho bà con ít trứng để ăn cháo, bốn, năm người đi mua mãi mới được hai nghìn quả.","Sao năm nay trứng gà lại hiếm thế, mười đồng một quả cũng không mua được. Hôm trước trên phủ muốn mua chút trứng gà cho người nhà ăn cháo, bốn năm người đi mua mãi mới được hai nghìn quả. "
SSID-13717981_紅樓夢_繡像仿宋完整本_第3冊_003_015,"[[414, 1982], [419, 93], [463, 94], [457, 1984]]",你說給他改日中罷蓮花兒道前日要喫荳腐你弄了些鎪的叫他說了我一頓今日要鷄蛋又沒有了什麽好東西我就不信連鷄蛋都,"你保休称际倞作价狝弥, 說設説獣諜諛謀課譮餘, 給给紿結紛治绐綸洽紹, 他地池仙化陁陀施阤也, 改攺政妀張故致資@既, 日曰口节月目民司甘共, 中國四輿璽南所奥喫索, 罷罪器羅龍籠昆噐擺巼, 蓮遒遵道薄莲懑通蒪遭, 花祐在论芘祀抡荏龙化, 兒見兑鬼纪克兄兔兌皃, 道適遒通逍馗首描嵿渞, 前煎丽剪市湔村荊游郁, 日曰口目白彐甘扫妇月, 要栗票耍項裏更喓雲娶, 喫实奥與奧字鍥喚契樊, 荳茸苴苣草荁章蛙昔罝, 腐商高實焤交窝两脔文, 你狝称弥伱休保沵佽餘, 弄弆弈昇掱弃羿昪堯养, 了丁可子@郞7?百', 些此共典兴燕熙业興與, 鎪餿锼馊搜螋鎖嫂瞍鏤, 的约礐逿迒鋊ポ臷, 叫咀呌啡吐叱卟啤明叶, 他地仙池佛化仲佗她施, 說銳説帨餠誐諛謀譣謝, 了子丁可@v運7百有, 我利者非自若找主現用, 一二八人三十入六亠工, 頓噸頤順顛顧頔傾䫌頲, 今合令人金会可全公区, 日曰口月目三王田脚园, 要喓㙘楆悪栗腰瓔亜西, 鷄鶏䴗鸚艱黑鸏肄熙䳬, 蛋蚕疍登番蚤蜜查卺强, 又叉汉习國日文同口凤, 沒没汉沼汝波浸设汲投, 有首洧行育商消百省为, 了丁子万J字富7厅京, 什仕代合任仔住件仁佳, 麽麼麻顺城频糜颐所喷, 好妤虸杍吇耔仔娐子奸, 東京康原重泉更果亰裏, 西四园因开云茜齿两天, 我明利義涐栽者戦戰哦, 就勍新隷㠇扄戯市弑, 不木小水下万茶本了环, 信售馆倌倉言食有狺伭, 連谭彈博恒评唓牌中洱, 鷄鶏穎羯肄鸏鴹知美囏, 蛋番蚕强蚤疍蜜雀金查, 都部者帮邦覩鄀鄱殾郡","- Chị Tư Kỳ bảo muốn ăn trứng gà luộc lòng đào. - Bữa ăn đậu phụ hôm nọ, thím cho đậu thiu, làm tôi bị mắng một trận. Hôm nay muốn ăn trứng gà, thím lại bảo không có. Thế thì còn ăn món gì? Tôi không tin được, đến cả trứng gà cũng không có nữa kia?","Nàng nói hôm trước muốn ăn đậu phụ, ngươi lại cho đồ thiu, khiến ta bị mắng một trận. Hôm nay lại muốn ăn trứng gà, ngươi lại bảo không có. Vậy thì còn gì mà ăn nữa? Ta không tin, đến cả trứng gà cũng không có sao?"
SSID-13717981_紅樓夢_繡像仿宋完整本_第3冊_003_016,"[[359, 1985], [365, 94], [411, 96], [404, 1986]]",渡有了不叫我翻出來一面說一面眞個走來揭起荣箱一看只見裏面果有十來個鷄蛋說道這不是你就這麽利害喫的是主子分給,"渡汝波没沒漤漫洪海泼, 有宥商育响凋徇将梅荷, 了丫丁@『可7游榆?, 不尔茶京商牙下休环子, 叫啡呌咀味啤咩川吐呼, 我波利稅租若救能現非, 翻制翷都飜黼翩觀鬬頽, 出生山士牛土光社治都, 來来交夾东爽恋文求亥, 一二-十三八人國有（, 面而百画南通闻回囿商, 說説说脫稅銳設祝设识, 一二三十1八-國司（, 面百而画间衡闻南回直, 眞真具奬莫棋道興滨吳, 個锢涸侗徊錮适嗰棝婟, 走是老歨者圭未產疌差, 來来交夾求爽率殊冰以, 揭掲揚掦埸場蝎喝渴拇, 起超越赴赶迎如知赳趄, 荣茶菜莱英苑筞榮柴菊, 箱箝箔葙稍稻粕箖相稚, 一二（]1人州）十凵, 看㸔香盾乔晉稅禾吞着, 只织兴日共旦貝熙具贝, 見见兒兄息克皃凭莧完, 裏美裹善事平英买头卫, 面而圎百酉回函西囬團, 果杲倮里是黒堁累界思, 有育首商斉者青看行南, 十一士八大+人干三千, 來交夾未@来求亦卒家, 個侗倜同调阔国固锢佰, 鷄鶏鴹難嘆艱雞鶲鵄羯, 蛋金疍呄查登蚕聋强輦, 說説論銳現脫設訶諭誠, 道逍遒適遣通蓮逋遺遵, 這信造连游道培疗违遊, 不木下本水小万石术大, 是基量般@皇長最差世, 你休称狝保价弥作您珎, 就新勍說統㠇材市耕, 這造信道违遠追宣适達, 麽麻麼糜所际磨摩縻城, 利和唎科刹租刊種礼秋, 害窖犗客審書寋筈容宫, 喫國曳实啤字輿興嗅奥, 的约約妁豹钓昀射酌鲋, 是足從基共@薩量臰能, 主丰生王非三羊至电宇, 子孑字了予乎抒好号于, 分吩份介公兮合全枌汾, 給紿紛綸結给維紹綜繪","Thím đừng để tôi phải đi lục!- Vừa nói nó vừa đến chạn lục, thấy có độ mười quả trứng gà để đó, liền nói: - Không phải trứng đây à? Sao thím ghê gớm thế?","Thím Liễu vội chạy lại, thấy trong chạn có mười mấy quả trứng gà, liền nói: ""Không phải trứng đây sao? Sao thím lại ghê gớm thế? Chúng tôi ăn là phần của chủ cho, sao thím cũng tiếc đứt ruột ra thế?"""
SSID-13717981_紅樓夢_繡像仿宋完整本_第3冊_003_017,"[[304, 1978], [309, 93], [355, 94], [350, 1979]]",我們的分例你爲什麽心疼又不是你下的蛋怕人喫了柳家的忙丢了手裏的活計便上來說道你少滿嘴裏混摄你媽纔下蛋呢通共,"我找稅线浅钱莪栽茂涐, 們假俨便们椚門僧鍆鬥, 的酌妁盷约約钓趵菂杓, 分介金办今合公份汾务, 例创刨刮到割倒剑咧冽, 你休保称狝您作迩仰伱, 爲為僞焉噅益看潙鴛矯, 什升合仕件仔代付仆份, 麽麼麻所顺旅原厥旗际, 心必小之公沁吣家八闷, 疼庝瘳瘞瘆痉瘪逐终落, 又风区文八叉名入日月, 不水木小下万本丕苶矛, 是基足差居量甚星@君, 你作称狝休保您价弥伱, 下不飞十卞大正天百一, 的臷褋㕞ポ鋊逿, 蛋呄金虿蚕缶叝旮聋届, 怕帕怡柏㤘恉拍帞泊咱, 人入/大丿太八〈天久, 喫奥噢奬與嗅輿興喚嘆, 了丁子@十字歎7拿行, 柳枊栁铆鉚珋抑椥桏椑, 家实國宗定国宝冢室象, 的逿ポ㘘瓃觍顪, 忙忏忓忆忋杧牤虻怔忳, 丢去垂手委毛丟雲壬头, 了丁子丫十@工字Vv, 手年羊乎呼孚半平丰车, 裏夏真嘉亮宾豪喜戛菜, 的衄直別𤧛绫级蠃砺珊, 活恬居话法栝銛咶括狧, 計許针討计訐訂論许謝, 便更使伊梗挭哽埂要浭, 上土工主士十大二丘卫, 來来水木交密不爽求冰, 說説諛論諌餠譊銳誐覦, 道逍首造谐遒遁诮酒渞, 你休狝称伱保价珎作迩, 少步小歩沙水李心必成, 滿满潇瀟浦清瞞漏溝滞, 嘴喈啮啃嚙谐諧階锴喍, 裏事宴裹要享平实菓奥, 混棍焜浪掍锟涅琨潉湿, 摄長爱授漫得浸最侵楼, 你价称狝休伱作祢份餘, 媽嫣嬀媯榪嫕瑪嗎溤獁, 纔維絲繪綿純締綵終線, 下丁不T工十千干正百, 蛋蚕蚤呄蜜金虿番盗登, 呢昵泥呃呪妮坭咙呎明, 通诵踊涌誦俑蛹捅遍悀, 共其井法棋#典去艹恭",Có phải trứng của thím đẻ ra đâu mà sợ người ta ăn đi? Thím Liễu chạy lại nói:,"Sao lại tiếc của như vậy, có phải trứng của nhà ngươi đẻ ra đâu mà sợ người ta ăn mất? Mẹ ngươi mới là người đẻ ra trứng ấy!"
SSID-13717981_紅樓夢_繡像仿宋完整本_第3冊_003_018,"[[253, 1978], [256, 97], [299, 99], [297, 1978]]",留下道幾個預備菜上的飄馬兒姑娘們不要還不肯做上去呢預備遇急兒的你們喫了倘或一聲要起來沒有好的連雞蛋都没了你,"留警望鸨笛甾皆晵蒈窖, 下丁不百T天十卜工千, 道這信馆通铺酒浦适適, 幾襲线地鹅義㡬飨鳉飛, 個侗佰倜倘锢僴调信價, 預预頇顸頂邘頊顶蕷頭, 備借储脩倘俏情僩衛儲, 菜茶荣榮英柴某第茱芽, 上主止正十土卫丘大下, 的褋ポ兞臷鼌俷, 飄飘願瓶惠润寱牌下票, 馬馮瑪属黑溤鳥思雋烏, 兒見免舁妃鼠兑见纪鬼, 姑姞结姡始菇結站㱠姶, 娘媳嫂嫔狼斏浪桹媲婠, 們们倡椚信捫鬥傅偶僭, 不万下小木水茶X石心, 要喓㙘楆腰婹耍嬱娿娶, 還𫍽環擐景彋儇鐶選澴, 不下木小水万茶休大苶, 肯青尚背齿步㫖当指告, 做傲倣儆傚仳似俶攸他, 上土十主工大方丘正三, 去法玄共云丢会吉芸丟, 呢泥屔咙铌呃狔柅呝尼, 預预頸頇酒顸邘瓶频瓩, 備價偉佛俑借倫儒倩僃, 遇喁堣偶湡遥過媀嵎逥, 急念魚忢悬想恏您意思, 兒見兄克兕免完旯纪院, 的礐褋俷ポ㐹僘, 你称作狝弥祢保佽仰休, 們門傅酒们鸺侧四價利, 喫輿嗅噢嘆楔锲鍥興雯, 了子丁可丫@钌ア字7, 倘尙俏倜佔僴倚侍倦俗, 或國成可動所淢就立文, 一二三十）（八司)之, 聲廊就弊鄜@幣郞歸蕗, 要耍平悪娶瓔票夏嬱喓, 起赳超趄越赶赴趐趕趠, 來来求东水乘末冰交夾, 沒没汉浸沼汪波酒汲汊, 有育看商南百行省青首, 好妤虸妇奸杍耔吇纡汓, 的时時皓明日盯曰皎瞟, 連運迪迴逥博蓮迎辿速, 雞雜難囃戣谿建鷄难離, 蛋疍蚤登蚕强蛩生金昼, 都郡部鄱鄀者邦𨟠䣜@, 没沒波假浸设歿受股爱, 了丁子丫下十T厅万V, 你休称狝您伽保价作珎","Tất cả còn mấy quả trứng để bày trên món ăn, các cô chưa ăn, nên chưa làm vội, sắp sẵn đấy để chờ khi cần. Bây giờ cho các người ăn, lỡ khi hỏi đến, món gì không có thì thôi, chứ quả trứng cũng không có à?","Còn mấy quả trứng để dành bày biện, các cô chưa dùng đến, nên chưa vội làm, để đó chờ khi cần dùng đến. Bây giờ cho các người ăn, lỡ khi hỏi đến, món gì không có thì thôi, chứ đến quả trứng cũng không có sao?"
SSID-13717981_紅樓夢_繡像仿宋完整本_第3冊_003_019,"[[192, 1974], [199, 93], [244, 94], [237, 1975]]",酒深宅大院水來伸手飯來張口只知雞蛋是平常的東西那裏知道外頭買賣的行市呢別說這個有一年連草根子還沒了的日子還,"酒們测渊洲潤润涮鍆捫, 深滦探泽澋江沃涤漆滐, 宅宿宒馆害它窀实客究, 大天六人方火入太千文, 院皖唍晥梡浣脘悦吃捖, 水永冰木家小火大求农, 來来家东求欧卒乘水京, 伸神坤仲佛胂呻砷妽抻, 手羊丰乎平毛年千三半, 飯饭鈑鲅金鮁板鈸皈飼, 來来交夾爽卒文密兩求, 張强彊张彉強殁爱限彋, 口日拉曰诚目江二过回, 只尺共日巳長曰以贝口, 知和如郑却加钿叙郏馹, 雞難鄭雜鷄隆建谿华翼, 蛋疍蚕蚤番蛩登呄胥强, 是基長量果差足最般畏, 平干不年车千手下卒评, 常席當兩第用經京富閘, 的逿㘘ポ顪瓃觍𪫮, 東束柬京稟禀車亰專吏, 西酉丙因四內商两内匹, 那邦邪别郡永来非形郏, 裏男果裹更用界美夏取, 知如和加短矩智夘钿馹, 道遒通逍前遣首遺遵遘, 外处久然列夘从邜舛如, 頭頊顫瑣聵頸顼顕顛明, 買賈貿黄贸罗賣賀置貫, 賣竇寶續膏費壹讀瀆賫, 的衄直別𤧛绫级蠃砺珊, 行智衍得谷街打纡彳符, 市带帝南商角用莆甫万, 呢呪呃咙妮昵泥哫坭哌, 別别刷利剧划冽刑刓湖, 說説視銳脫稅親諭帨就, 這追道滨谊達造遣逭龍, 個倜锢價同侗涸固调錮, 有育情肻行肩清市青骨, 一二三（(人十冖[-, 年羊乍军丰车隼正三牟, 連運逥邅捙博遵溥導蓮, 草莫革尊@章經單之一, 根银粮相限眼想棖桹棋, 子字了孑于予十孓宇亍, 還景環擐𫍽误彋鐶澴儇, 沒没汉浸溪深波假投及, 了订汀好河门辽钌打厅, 的衄直別𤧛绫级蠃砺珊, 日曰口目月甘丑且门节, 子孑于字等号了好竽二, 還遺環選𫍽逻彋鐶擐遝",,
SSID-13717981_紅樓夢_繡像仿宋完整本_第3冊_003_020,"[[145, 1975], [149, 93], [191, 94], [185, 1977]]",有呃我勸他們細米白飯每日肥雞大鴨子將就些兒也罷了喫腻了腸子天天又鬧起故事來了雞蛋豆腐又是什麽麵筋醬幕萄炸兒,"有育存肩行材商友南信, 呃呢吧免嗯喱呷哪啞啒, 我利科者栽秩稅找稍秒, 勸勤歡颧荀物鹳鸛蜀斷, 他地池纯驰她色施牠佛, 們價们捫信酒倜佣傅椚, 細细红紐經紅綱如緬繩, 米来光采❋兴釆未來*, 白自百台色日曰口合乡, 飯鈑饭鈸販板钣飮飭鲅, 每年無舡垂舞母矩氨爭, 日曰口目时月精井节共, 肥淝吧把鈀耙胎蚆妑舥, 雞難雜雖鷄雛维離雕雅, 大天人火久太方六千入, 鴨鸭鵯暢鵬冁鶇囅鶘刊, 子字孑了于孓十可宇予, 將将牌脾脬脟膊胖游脚, 就勍耕統新說隷戯@, 些业世此熙兴生盛燕基, 兒皃見舁兑兌皁兄玘舄, 也世业地廿妆池七北他, 罷器龍籠羆能毙巃擺罪, 了丁子可十@丫字有百, 喫中曳字嗽喇唾安@哩, 腻膩脯肬胧城肮秫脒肽, 了丁子丫字予亍可@钌, 腸陽場膓肠臑册勝湯揚, 子字孑了于予宇等学抒, 天夭大灭夫关火王万沃, 天夭夫大灭关因沃芙厌, 又文叉风八汉名藏入久, 鬧閙閑鬬帝帶彫宗開圖, 起赶超越趣耙赳耗匙趕, 故法去善三胡性共如生, 事享亭串中高丰裏豪車, 來来夾交求卒爽巫率密, 了丁子可ア7@歎面不, 雞雜谿鷄難麰雅戣麯囃, 蛋蚕董黄届番蜀蚤街聋, 豆互五正立亘且丘三巨, 腐码橱树商窝交魔椴厕, 又叉文习八國卫業风义, 是提@般臰昊差昰具基, 什代仕份仙件化仁仲仔, 麽麻麼城厥睡晰歷脉廉, 麵麺颏狮施通苑频城酒, 筋簕飭莇筯能前勒觞箭, 醬嚮昋皙晢酱簪者誊槳, 幕蘿蒸菜籮嘉墓薿花葬, 萄蔔葡菌葱菊莓苟蘇荀, 炸怍蚱烨炬泎妰灼炐鮓, 兒兕見皃克兌兜兇阋𠒇",,
SSID-13717981_紅樓夢_繡像仿宋完整本_第3冊_003_021,"[[87, 308], [129, 308], [129, 906], [87, 906]]",繪圖紅樓夢卷三第六十一回,"繪鱠治翰給鰌燴輸凔澮, 圖图品国岛日场國墙届, 紅红舡缸杠紝經釭妅肛, 樓楼模螻鏤褸縷慺摟熡, 夢梦蔓萝蒡劳夣要甍亭, 卷眷券港巷者奍飬維春, 三二一五王年@正天經, 第弟苐芎笃箒@笫岪鹗, 六云穴大八一玄京广天, 十+一士八大千干乙土, 一二三（十-冖八人）, 回囘口间面画四叵国何",,
SSID-13717981_紅樓夢_繡像仿宋完整本_第3冊_004_001,"[[1213, 302], [1251, 302], [1251, 894], [1213, 894]]",繪圖红樓夢卷三第六十一回,"繪绾绘澮鱠纶维给缩缯, 圖隆国國牌健嘟峰圓蹿, 红紅虹缸灯幻舡钉行經, 樓楼嘍嶁螻塿褸鏤摟慺, 夢萝梦萼要蔓箩學夣蒡, 卷巷券港吞春眷養棬捲, 三二五正王一旦车且主, 第笫筇馆管笔筥館弟筯, 六大穴方卞云亢天八广, 十一+士计八人二中千, 一二八十三國@人四所, 回口画间叵国面日同囘",,
